user_id,signup_date,acquisition_channel,region,company_size,industry,experiment_group,experiment_eligibility_flag,assignment_valid_flag,exposure_days,low_exposure_flag,onboarding_completion_flag,activation_flag,retained_30d,retained_60d,churn_30d,upgrade_flag,expansion_revenue_flag,negative_feedback_flag,sessions_first_14d,feature_adoption_count,support_tickets_first_30d,time_to_activation_days,monthly_subscription_value,subscription_value_band,engagement_band,feature_adoption_band
784,2026-01-04,direct,North America,mid_market,other,treatment,1,1,25,0,1,1,0,1,1,0,0,0,10,3,1,1.5,192.14,high_value,high_engagement,basic_adoption
785,2026-01-10,paid_search,Other,solo,finance,control,1,1,25,0,0,0,0,0,1,0,0,0,3,0,1,,39.86,low_value,low_engagement,minimal_adoption
786,2026-02-25,paid_search,Europe,solo,other,control,1,1,30,0,1,0,1,1,0,0,0,0,3,5,1,,42.85,low_value,low_engagement,moderate_adoption
787,2026-01-17,organic,APAC,enterprise,other,control,1,1,24,0,0,0,1,0,0,0,0,0,5,2,1,,862.42,enterprise_value,moderate_engagement,basic_adoption
788,2026-03-15,paid_social,Other,enterprise,finance,control,1,1,25,0,1,0,1,0,0,0,0,0,6,2,1,,816.06,enterprise_value,moderate_engagement,basic_adoption
789,2026-01-17,paid_search,North America,enterprise,software,control,1,1,25,0,1,1,1,1,0,1,0,0,4,4,2,2.2,794.84,enterprise_value,moderate_engagement,moderate_adoption
790,2026-03-25,paid_search,UK,small,software,control,1,1,29,0,1,1,1,1,0,0,0,0,10,2,0,1.6,114.91,mid_value,high_engagement,basic_adoption
791,2026-03-29,organic,APAC,solo,software,treatment,1,1,21,0,0,0,0,0,1,1,0,0,6,4,1,,36.67,low_value,moderate_engagement,moderate_adoption
792,2026-03-10,paid_search,Europe,mid_market,other,treatment,1,1,27,0,0,1,1,0,0,0,0,0,9,2,1,3.0,231.5,high_value,high_engagement,basic_adoption
793,2026-02-03,direct,Europe,solo,finance,treatment,1,1,21,0,1,0,1,0,0,0,0,0,2,3,0,,46.9,low_value,low_engagement,basic_adoption
794,2026-01-06,paid_search,Europe,solo,software,treatment,1,1,21,0,0,0,0,1,1,0,1,0,5,0,1,,20.53,low_value,moderate_engagement,minimal_adoption
795,2026-02-22,paid_social,UK,solo,software,treatment,1,1,23,0,0,1,1,0,0,1,1,0,8,6,1,6.1,29.67,low_value,moderate_engagement,moderate_adoption
796,2026-03-07,referral,Europe,small,finance,control,1,1,25,0,1,1,1,1,0,0,0,0,5,5,0,13.4,116.52,mid_value,moderate_engagement,moderate_adoption
797,2026-03-18,referral,Europe,solo,software,control,1,1,29,0,0,1,0,0,1,0,0,1,12,0,0,5.3,34.48,low_value,high_engagement,minimal_adoption
798,2026-02-12,paid_search,North America,mid_market,software,control,1,1,29,0,0,0,1,0,0,0,0,0,4,4,0,,217.63,high_value,moderate_engagement,moderate_adoption
799,2026-03-16,paid_social,North America,solo,other,control,1,1,21,0,1,0,1,0,0,1,1,0,1,0,0,,29.98,low_value,low_engagement,minimal_adoption
800,2026-01-23,partner,North America,solo,software,treatment,1,1,23,0,0,0,0,0,1,0,0,1,6,6,0,,30.14,low_value,moderate_engagement,moderate_adoption
801,2026-02-24,organic,North America,small,software,treatment,1,1,21,0,0,1,0,1,1,0,0,0,14,3,0,1.0,85.72,mid_value,high_engagement,basic_adoption
802,2026-03-21,paid_search,Europe,small,other,control,1,1,21,0,1,0,1,1,0,0,0,0,4,4,0,,66.8,mid_value,moderate_engagement,moderate_adoption
803,2026-03-16,organic,North America,enterprise,healthcare,control,1,1,29,0,1,1,1,0,0,0,0,0,8,4,1,7.9,942.5,enterprise_value,moderate_engagement,moderate_adoption
804,2026-01-16,paid_search,North America,enterprise,software,treatment,1,1,22,0,0,1,0,1,1,0,0,1,12,10,3,7.2,601.26,enterprise_value,high_engagement,broad_adoption
805,2026-01-08,paid_search,UK,solo,software,treatment,1,1,21,0,1,0,0,1,1,0,0,0,5,3,2,,23.75,low_value,moderate_engagement,basic_adoption
806,2026-01-04,referral,UK,enterprise,software,control,1,1,26,0,0,0,1,0,0,0,0,0,6,4,2,,984.27,enterprise_value,moderate_engagement,moderate_adoption
807,2026-01-04,organic,UK,small,retail,control,1,1,22,0,0,1,1,1,0,0,0,1,15,4,1,5.0,49.68,low_value,high_engagement,moderate_adoption
808,2026-02-25,paid_social,APAC,small,software,control,1,1,25,0,1,0,1,0,0,0,0,0,5,6,0,,48.93,low_value,moderate_engagement,moderate_adoption
809,2026-01-25,paid_social,North America,mid_market,healthcare,treatment,1,1,23,0,1,1,1,0,0,0,0,0,4,6,2,13.1,384.62,high_value,moderate_engagement,moderate_adoption
810,2026-03-08,paid_social,North America,mid_market,retail,control,1,1,30,0,0,0,0,0,1,0,0,0,8,4,0,,125.24,mid_value,moderate_engagement,moderate_adoption
811,2026-03-08,referral,North America,solo,software,treatment,1,1,25,0,1,1,0,1,1,0,0,0,9,6,1,5.1,21.9,low_value,high_engagement,moderate_adoption
812,2026-01-27,paid_search,APAC,solo,healthcare,treatment,1,1,28,0,0,0,1,0,0,0,0,0,10,8,1,,15.25,low_value,high_engagement,broad_adoption
813,2026-02-01,direct,UK,small,other,treatment,1,1,26,0,0,0,0,0,1,1,0,0,4,2,1,,64.55,mid_value,moderate_engagement,basic_adoption
814,2026-02-19,paid_social,North America,solo,other,control,1,1,28,0,0,0,0,0,1,0,0,0,2,2,0,,34.92,low_value,low_engagement,basic_adoption
815,2026-03-02,paid_social,North America,small,retail,treatment,1,1,26,0,1,1,1,1,0,0,0,0,18,7,2,14.1,66.46,mid_value,power_engagement,broad_adoption
816,2026-02-20,partner,Europe,small,healthcare,treatment,1,1,24,0,0,1,1,0,0,0,0,0,8,1,1,1.7,106.63,mid_value,moderate_engagement,minimal_adoption
817,2026-01-19,organic,North America,mid_market,finance,control,1,1,24,0,1,0,0,1,1,0,0,0,5,6,0,,143.0,mid_value,moderate_engagement,moderate_adoption
818,2026-01-21,organic,Europe,small,healthcare,control,1,1,30,0,0,0,0,0,1,0,0,0,8,2,1,,89.92,mid_value,moderate_engagement,basic_adoption
819,2026-01-05,referral,Other,small,education,treatment,1,1,30,0,0,0,1,0,0,1,1,0,2,4,1,,96.12,mid_value,low_engagement,moderate_adoption
820,2026-03-23,paid_social,Europe,mid_market,healthcare,control,1,1,23,0,0,0,0,0,1,1,0,0,5,1,0,,362.17,high_value,moderate_engagement,minimal_adoption
821,2026-02-11,direct,APAC,small,education,treatment,1,1,28,0,1,1,1,0,0,0,0,0,12,1,1,0.9,88.66,mid_value,high_engagement,minimal_adoption
822,2026-03-02,direct,Europe,mid_market,other,treatment,1,1,30,0,1,1,0,1,1,0,0,1,5,5,0,2.6,251.85,high_value,moderate_engagement,moderate_adoption
823,2026-01-22,paid_search,Europe,enterprise,retail,control,1,1,29,0,1,1,1,1,0,0,0,0,14,2,1,1.0,569.66,enterprise_value,high_engagement,basic_adoption
824,2026-01-21,paid_search,APAC,enterprise,retail,treatment,1,1,28,0,0,1,1,1,0,0,0,0,7,4,2,13.9,1105.39,enterprise_value,moderate_engagement,moderate_adoption
825,2026-03-11,paid_search,Europe,small,finance,control,1,1,29,0,0,0,1,0,0,0,0,0,2,2,0,,95.7,mid_value,low_engagement,basic_adoption
826,2026-01-01,paid_search,Europe,small,software,control,1,1,30,0,1,0,0,1,1,0,0,1,2,1,2,,63.02,mid_value,low_engagement,minimal_adoption
827,2026-01-05,partner,UK,solo,finance,treatment,1,1,29,0,1,1,1,0,0,0,0,0,9,4,0,6.3,47.83,low_value,high_engagement,moderate_adoption
828,2026-01-12,referral,APAC,mid_market,healthcare,treatment,1,1,23,0,1,1,1,1,0,0,0,0,18,7,1,6.1,198.82,high_value,power_engagement,broad_adoption
829,2026-03-31,paid_search,North America,enterprise,software,treatment,1,1,24,0,0,0,1,1,0,1,1,0,7,6,0,,1520.35,enterprise_value,moderate_engagement,moderate_adoption
830,2026-02-15,organic,North America,solo,healthcare,treatment,1,1,23,0,1,0,0,0,1,1,0,0,5,3,0,,24.77,low_value,moderate_engagement,basic_adoption
831,2026-02-03,paid_search,Europe,solo,other,control,1,1,25,0,0,0,0,1,1,1,1,0,2,2,0,,40.02,low_value,low_engagement,basic_adoption
832,2026-02-18,paid_search,APAC,mid_market,other,treatment,1,1,29,0,1,1,1,1,0,1,1,0,15,3,1,1.6,412.3,high_value,high_engagement,basic_adoption
833,2026-03-19,partner,Other,solo,other,control,0,0,4,1,1,1,1,0,0,0,0,0,4,3,1,8.9,18.02,low_value,moderate_engagement,basic_adoption
834,2026-03-31,organic,North America,solo,software,control,1,1,26,0,0,1,1,1,0,0,0,0,9,3,0,2.9,40.92,low_value,high_engagement,basic_adoption
835,2026-02-14,partner,North America,mid_market,software,treatment,0,0,8,1,1,1,1,1,0,0,0,0,9,3,1,12.4,219.5,high_value,high_engagement,basic_adoption
836,2026-01-27,referral,APAC,solo,finance,control,1,1,21,0,0,0,1,1,0,0,0,0,6,3,0,,19.75,low_value,moderate_engagement,basic_adoption
837,2026-03-14,referral,North America,solo,software,control,1,1,28,0,1,0,1,1,0,0,0,1,2,1,2,,33.43,low_value,low_engagement,minimal_adoption
838,2026-01-26,paid_search,North America,small,retail,treatment,1,1,23,0,1,0,0,0,1,0,0,0,3,2,1,,98.13,mid_value,low_engagement,basic_adoption
839,2026-02-16,referral,North America,mid_market,software,treatment,1,1,28,0,0,1,1,1,0,0,0,0,8,5,0,16.2,270.45,high_value,moderate_engagement,moderate_adoption
840,2026-03-27,paid_social,North America,small,finance,control,1,1,25,0,0,0,0,0,1,0,0,0,4,1,0,,94.44,mid_value,moderate_engagement,minimal_adoption
841,2026-02-25,referral,UK,small,finance,control,0,0,6,1,0,0,0,0,1,0,0,0,4,2,1,,43.95,low_value,moderate_engagement,basic_adoption
842,2026-03-04,paid_search,Europe,small,retail,control,1,1,21,0,1,0,0,1,1,0,0,0,1,0,0,,106.91,mid_value,low_engagement,minimal_adoption
843,2026-02-17,paid_search,Europe,small,education,treatment,1,1,26,0,0,1,1,1,0,0,0,1,6,3,2,4.7,109.64,mid_value,moderate_engagement,basic_adoption
844,2026-03-02,referral,APAC,solo,other,control,1,1,23,0,0,1,0,1,1,0,0,0,4,4,0,1.6,32.71,low_value,moderate_engagement,moderate_adoption
845,2026-03-22,organic,North America,solo,other,control,1,1,25,0,1,0,0,1,1,0,0,0,4,4,0,,30.85,low_value,moderate_engagement,moderate_adoption
846,2026-01-26,paid_search,North America,small,finance,treatment,1,1,24,0,0,0,1,0,0,0,0,0,5,2,0,,90.61,mid_value,moderate_engagement,basic_adoption
847,2026-02-05,direct,APAC,mid_market,other,control,1,1,29,0,0,1,1,1,0,1,1,0,10,5,2,2.0,294.07,high_value,high_engagement,moderate_adoption
848,2026-01-01,organic,UK,mid_market,retail,control,1,1,23,0,1,0,1,0,0,0,0,0,6,3,2,,210.3,high_value,moderate_engagement,basic_adoption
849,2026-01-08,paid_search,North America,mid_market,retail,control,1,1,27,0,1,0,0,1,1,0,0,0,4,2,0,,166.56,high_value,moderate_engagement,basic_adoption
850,2026-02-21,paid_search,North America,mid_market,other,treatment,1,1,24,0,0,0,1,0,0,0,0,1,7,2,1,,298.09,high_value,moderate_engagement,basic_adoption
851,2026-03-20,referral,North America,solo,software,treatment,1,1,23,0,0,1,1,0,0,0,0,0,12,2,0,7.3,51.87,mid_value,high_engagement,basic_adoption
852,2026-02-16,organic,Europe,mid_market,other,treatment,1,1,30,0,1,1,1,1,0,0,0,0,12,6,0,7.1,502.97,enterprise_value,high_engagement,moderate_adoption
853,2026-02-25,referral,North America,mid_market,healthcare,control,1,1,23,0,1,1,1,1,0,0,0,0,6,5,1,5.5,200.8,high_value,moderate_engagement,moderate_adoption
854,2026-03-27,organic,Europe,small,finance,treatment,1,1,24,0,0,0,0,0,1,0,0,0,4,0,2,,200.73,high_value,moderate_engagement,minimal_adoption
855,2026-01-14,organic,North America,solo,finance,treatment,1,1,27,0,0,0,0,0,1,1,1,0,7,1,0,,58.68,mid_value,moderate_engagement,minimal_adoption
856,2026-03-31,referral,APAC,small,education,control,1,1,29,0,0,0,1,0,0,0,0,0,5,0,1,,86.98,mid_value,moderate_engagement,minimal_adoption
857,2026-01-28,paid_search,Europe,small,retail,treatment,1,1,26,0,0,1,0,1,1,0,0,0,8,2,1,3.4,58.08,mid_value,moderate_engagement,basic_adoption
858,2026-03-28,direct,Europe,solo,retail,treatment,1,1,21,0,1,0,0,0,1,0,0,0,7,3,0,,29.95,low_value,moderate_engagement,basic_adoption
859,2026-03-19,organic,North America,small,software,treatment,1,1,28,0,1,0,1,1,0,1,1,0,8,4,1,,70.62,mid_value,moderate_engagement,moderate_adoption
860,2026-03-29,paid_search,North America,mid_market,software,treatment,1,1,22,0,1,1,1,1,0,1,1,0,10,5,0,5.2,212.43,high_value,high_engagement,moderate_adoption
861,2026-01-02,organic,UK,mid_market,retail,treatment,1,1,29,0,0,0,0,0,1,0,0,0,3,5,1,,246.41,high_value,low_engagement,moderate_adoption
862,2026-01-26,paid_search,UK,solo,finance,treatment,1,1,23,0,1,1,0,0,1,0,0,0,8,4,1,1.7,19.53,low_value,moderate_engagement,moderate_adoption
863,2026-01-14,direct,UK,solo,software,control,1,1,30,0,0,1,1,0,0,1,0,0,13,3,0,4.2,44.06,low_value,high_engagement,basic_adoption
864,2026-02-28,direct,UK,small,software,treatment,1,1,27,0,0,0,0,0,1,0,0,0,3,2,0,,142.08,mid_value,low_engagement,basic_adoption
865,2026-02-25,organic,North America,mid_market,software,treatment,1,1,26,0,1,0,1,1,0,0,1,0,4,1,1,,294.87,high_value,moderate_engagement,minimal_adoption
866,2026-01-07,paid_social,UK,small,finance,control,1,1,29,0,0,0,0,0,1,0,0,0,2,1,0,,109.5,mid_value,low_engagement,minimal_adoption
867,2026-01-03,referral,North America,small,software,control,1,1,23,0,0,0,0,1,1,0,0,0,6,5,1,,71.62,mid_value,moderate_engagement,moderate_adoption
868,2026-01-23,organic,North America,solo,other,control,1,1,22,0,1,1,1,0,0,0,0,0,10,3,1,3.6,22.66,low_value,high_engagement,basic_adoption
869,2026-01-18,organic,UK,small,retail,treatment,1,1,23,0,1,1,1,0,0,0,0,0,14,4,2,8.4,72.98,mid_value,high_engagement,moderate_adoption
870,2026-02-07,direct,APAC,enterprise,education,treatment,1,1,24,0,0,1,0,0,1,1,0,0,11,8,2,2.6,607.59,enterprise_value,high_engagement,broad_adoption
871,2026-01-15,direct,UK,small,finance,control,1,1,25,0,1,1,1,0,0,0,0,0,10,2,1,2.8,84.3,mid_value,high_engagement,basic_adoption
872,2026-03-05,direct,APAC,mid_market,retail,control,1,1,26,0,0,1,0,1,1,1,0,0,10,2,0,7.3,234.53,high_value,high_engagement,basic_adoption
873,2026-03-30,partner,Other,small,healthcare,treatment,1,1,27,0,0,0,1,0,0,1,1,0,3,1,2,,125.02,mid_value,low_engagement,minimal_adoption
874,2026-01-28,referral,North America,mid_market,software,treatment,1,1,30,0,1,0,1,1,0,1,0,0,11,6,3,,204.44,high_value,high_engagement,moderate_adoption
875,2026-03-15,paid_search,Other,solo,software,control,1,1,23,0,0,0,0,1,1,1,1,0,6,2,1,,54.51,mid_value,moderate_engagement,basic_adoption
876,2026-02-08,organic,Europe,solo,retail,treatment,1,1,29,0,0,0,1,1,0,1,1,0,1,0,0,,28.9,low_value,low_engagement,minimal_adoption
877,2026-02-26,organic,APAC,solo,software,treatment,1,1,23,0,1,1,1,1,0,1,1,0,19,2,0,15.1,23.58,low_value,power_engagement,basic_adoption
878,2026-01-17,referral,Europe,small,software,control,1,1,23,0,1,0,0,1,1,1,1,1,6,7,0,,67.85,mid_value,moderate_engagement,broad_adoption
879,2026-03-27,partner,Europe,small,finance,control,1,1,28,0,0,0,0,0,1,0,0,0,3,1,1,,126.06,mid_value,low_engagement,minimal_adoption
880,2026-03-31,partner,UK,mid_market,education,treatment,1,1,30,0,0,1,1,1,0,0,0,0,13,8,1,1.8,288.03,high_value,high_engagement,broad_adoption
881,2026-02-13,direct,North America,mid_market,education,treatment,1,1,23,0,0,1,1,1,0,0,0,1,6,3,0,1.7,240.4,high_value,moderate_engagement,basic_adoption
882,2026-01-25,partner,APAC,small,other,control,1,1,27,0,0,1,1,1,0,0,0,0,10,5,1,3.3,161.19,high_value,high_engagement,moderate_adoption
883,2026-01-17,direct,North America,solo,software,treatment,1,1,21,0,1,0,1,1,0,0,0,0,6,3,0,,26.89,low_value,moderate_engagement,basic_adoption
884,2026-01-13,organic,North America,enterprise,other,treatment,1,1,21,0,1,1,0,1,1,1,1,0,12,2,1,3.0,910.98,enterprise_value,high_engagement,basic_adoption
885,2026-03-25,referral,North America,small,education,control,1,1,25,0,0,0,0,1,1,0,0,0,5,4,0,,49.26,low_value,moderate_engagement,moderate_adoption
886,2026-01-25,paid_social,North America,mid_market,software,control,1,1,29,0,0,1,0,1,1,1,0,0,10,7,0,14.6,187.4,high_value,high_engagement,broad_adoption
887,2026-03-09,organic,North America,mid_market,other,treatment,1,1,28,0,0,1,0,1,1,1,1,0,14,4,1,3.4,264.22,high_value,high_engagement,moderate_adoption
888,2026-01-10,direct,North America,enterprise,healthcare,control,1,1,22,0,0,0,0,0,1,0,0,0,7,2,1,,1035.13,enterprise_value,moderate_engagement,basic_adoption
889,2026-03-08,direct,Europe,small,software,treatment,1,1,28,0,1,1,0,1,1,0,0,0,5,5,1,7.7,108.94,mid_value,moderate_engagement,moderate_adoption
890,2026-01-18,organic,Europe,mid_market,software,control,1,1,30,0,1,1,1,0,0,0,0,0,14,4,0,8.5,257.18,high_value,high_engagement,moderate_adoption
891,2026-03-27,organic,North America,small,finance,treatment,1,1,29,0,0,1,1,0,0,0,0,0,10,1,0,11.8,52.27,mid_value,high_engagement,minimal_adoption
892,2026-02-03,referral,North America,small,healthcare,treatment,1,1,24,0,0,0,0,0,1,0,0,0,4,4,1,,58.8,mid_value,moderate_engagement,moderate_adoption
893,2026-01-08,paid_social,Other,small,other,treatment,1,1,29,0,0,1,0,1,1,1,0,0,7,4,0,4.4,134.99,mid_value,moderate_engagement,moderate_adoption
894,2026-02-09,direct,North America,small,software,treatment,1,1,24,0,0,1,1,1,0,0,0,0,10,5,0,3.5,133.04,mid_value,high_engagement,moderate_adoption
895,2026-03-24,organic,North America,small,healthcare,control,1,1,28,0,1,1,0,0,1,0,0,0,7,4,1,4.3,83.87,mid_value,moderate_engagement,moderate_adoption
896,2026-02-11,organic,North America,mid_market,software,control,1,1,27,0,1,0,1,0,0,0,0,0,9,0,0,,207.42,high_value,high_engagement,minimal_adoption
897,2026-02-10,organic,North America,solo,healthcare,treatment,1,1,27,0,1,1,1,0,0,0,0,0,2,4,0,3.1,33.65,low_value,low_engagement,moderate_adoption
898,2026-01-06,organic,UK,small,other,control,1,1,29,0,1,1,0,1,1,0,0,0,4,3,1,3.3,66.98,mid_value,moderate_engagement,basic_adoption
899,2026-02-21,organic,North America,mid_market,healthcare,control,0,0,10,1,0,0,1,0,0,0,0,0,6,3,0,,555.15,enterprise_value,moderate_engagement,basic_adoption
900,2026-01-26,direct,Europe,mid_market,healthcare,treatment,1,1,30,0,0,1,1,1,0,0,0,0,8,1,0,7.4,293.78,high_value,moderate_engagement,minimal_adoption
901,2026-03-05,paid_search,North America,small,education,treatment,1,1,30,0,0,0,0,0,1,1,0,0,6,1,2,,65.22,mid_value,moderate_engagement,minimal_adoption
902,2026-02-28,paid_search,UK,mid_market,software,treatment,1,1,26,0,0,1,1,1,0,0,0,0,7,2,1,3.8,319.09,high_value,moderate_engagement,basic_adoption
903,2026-02-25,organic,UK,enterprise,other,treatment,1,1,24,0,0,1,0,0,1,0,0,0,6,5,1,4.3,996.34,enterprise_value,moderate_engagement,moderate_adoption
904,2026-02-28,organic,North America,small,healthcare,treatment,1,1,25,0,0,1,1,1,0,0,0,0,9,2,1,3.5,86.57,mid_value,high_engagement,basic_adoption
905,2026-03-11,partner,North America,mid_market,retail,treatment,1,1,24,0,0,0,1,1,0,0,0,0,6,1,0,,227.96,high_value,moderate_engagement,minimal_adoption
906,2026-02-02,paid_social,North America,small,education,treatment,1,1,21,0,0,1,1,1,0,1,0,0,7,6,0,4.1,108.34,mid_value,moderate_engagement,moderate_adoption
907,2026-02-22,referral,Europe,enterprise,retail,control,1,1,26,0,1,0,0,0,1,0,0,1,7,4,0,,1344.02,enterprise_value,moderate_engagement,moderate_adoption
908,2026-01-22,paid_search,North America,small,retail,control,1,1,29,0,1,1,1,1,0,0,0,0,9,3,0,4.2,69.8,mid_value,high_engagement,basic_adoption
909,2026-01-21,paid_search,Europe,small,retail,treatment,1,1,27,0,1,0,1,1,0,1,0,0,6,5,3,,75.37,mid_value,moderate_engagement,moderate_adoption
910,2026-03-11,paid_social,North America,small,software,control,1,1,30,0,1,1,1,0,0,1,1,0,5,4,1,13.6,100.19,mid_value,moderate_engagement,moderate_adoption
911,2026-03-11,paid_search,North America,small,finance,treatment,1,1,24,0,0,1,0,0,1,0,0,0,8,4,0,0.9,38.83,low_value,moderate_engagement,moderate_adoption
912,2026-01-04,partner,North America,solo,other,treatment,1,1,21,0,1,1,1,1,0,0,0,0,6,4,2,1.8,22.87,low_value,moderate_engagement,moderate_adoption
913,2026-03-16,paid_search,North America,mid_market,software,control,1,1,28,0,0,0,0,0,1,0,0,0,5,4,1,,242.38,high_value,moderate_engagement,moderate_adoption
914,2026-03-03,referral,North America,solo,healthcare,control,1,1,22,0,1,1,1,0,0,0,1,0,8,4,0,4.0,26.44,low_value,moderate_engagement,moderate_adoption
915,2026-03-03,organic,Europe,small,software,treatment,1,1,22,0,0,1,0,0,1,0,0,0,13,5,2,9.5,65.37,mid_value,high_engagement,moderate_adoption
916,2026-01-24,referral,Europe,small,finance,control,1,1,27,0,1,0,1,0,0,0,0,0,3,1,0,,82.29,mid_value,low_engagement,minimal_adoption
917,2026-02-24,direct,North America,mid_market,retail,treatment,1,1,28,0,1,0,1,0,0,1,1,0,6,6,1,,222.7,high_value,moderate_engagement,moderate_adoption
918,2026-01-09,paid_social,UK,mid_market,retail,control,1,1,22,0,0,1,1,0,0,0,0,1,15,2,1,1.9,278.43,high_value,high_engagement,basic_adoption
919,2026-01-03,paid_social,UK,mid_market,finance,treatment,1,1,22,0,1,0,1,1,0,0,0,0,6,2,1,,296.41,high_value,moderate_engagement,basic_adoption
920,2026-01-31,direct,UK,mid_market,other,control,1,1,24,0,1,0,1,1,0,0,0,0,4,3,1,,241.47,high_value,moderate_engagement,basic_adoption
921,2026-02-09,referral,APAC,small,education,control,1,1,29,0,0,1,0,0,1,0,0,1,8,5,3,6.0,101.95,mid_value,moderate_engagement,moderate_adoption
922,2026-02-05,organic,North America,mid_market,software,control,1,1,29,0,0,1,1,0,0,0,0,0,6,5,1,2.8,238.16,high_value,moderate_engagement,moderate_adoption
923,2026-01-24,paid_search,North America,solo,healthcare,control,1,1,28,0,0,1,1,0,0,0,0,0,14,10,0,6.1,29.28,low_value,high_engagement,broad_adoption
924,2026-01-06,referral,Europe,mid_market,other,control,1,1,27,0,1,1,1,0,0,0,0,0,14,2,1,9.7,172.55,high_value,high_engagement,basic_adoption
925,2026-03-07,referral,Europe,solo,software,control,1,1,28,0,1,1,0,1,1,0,0,0,8,4,1,1.4,27.78,low_value,moderate_engagement,moderate_adoption
926,2026-03-25,paid_search,Europe,enterprise,retail,treatment,0,0,0,1,0,1,0,0,1,0,0,0,7,5,1,2.2,1040.87,enterprise_value,moderate_engagement,moderate_adoption
927,2026-03-16,paid_search,North America,small,software,control,1,1,23,0,1,0,0,0,1,0,0,1,1,3,4,,63.02,mid_value,low_engagement,basic_adoption
928,2026-01-04,,Europe,solo,software,treatment,1,1,24,0,0,0,0,0,1,0,0,0,2,1,1,,37.93,low_value,low_engagement,minimal_adoption
929,2026-03-20,organic,APAC,solo,other,treatment,1,1,22,0,1,1,1,0,0,0,0,0,8,4,0,3.1,25.46,low_value,moderate_engagement,moderate_adoption
930,2026-01-06,paid_search,North America,solo,education,control,1,1,28,0,1,1,1,0,0,0,0,0,7,1,1,9.9,49.26,low_value,moderate_engagement,minimal_adoption
931,2026-02-20,organic,Other,small,software,treatment,1,1,28,0,1,0,1,0,0,0,0,0,6,6,0,,53.2,mid_value,moderate_engagement,moderate_adoption
932,2026-03-03,partner,North America,small,other,control,1,1,27,0,1,0,1,1,0,0,0,0,7,3,0,,115.62,mid_value,moderate_engagement,basic_adoption
933,2026-02-26,organic,North America,mid_market,software,treatment,1,1,29,0,1,0,1,1,0,0,0,1,4,4,0,,188.19,high_value,moderate_engagement,moderate_adoption
934,2026-03-07,referral,Europe,small,healthcare,treatment,1,1,27,0,1,1,1,1,0,0,0,1,8,7,1,2.2,110.86,mid_value,moderate_engagement,broad_adoption
935,2026-03-20,organic,Europe,solo,retail,treatment,1,1,23,0,1,1,1,0,0,1,0,0,8,3,1,2.1,23.19,low_value,moderate_engagement,basic_adoption
936,2026-03-16,referral,Europe,mid_market,healthcare,control,1,1,28,0,1,0,0,0,1,0,0,0,3,3,1,,312.84,high_value,low_engagement,basic_adoption
937,2026-01-08,partner,Europe,solo,other,treatment,1,1,23,0,0,0,0,0,1,0,0,0,1,1,2,,35.47,low_value,low_engagement,minimal_adoption
938,2026-01-26,paid_search,Europe,mid_market,retail,treatment,1,1,21,0,1,1,1,1,0,0,0,1,13,2,2,4.4,179.28,high_value,high_engagement,basic_adoption
939,2026-02-20,paid_social,North America,small,finance,control,1,1,21,0,1,1,1,1,0,0,0,0,2,2,1,1.7,76.59,mid_value,low_engagement,basic_adoption
940,2026-02-14,paid_search,North America,small,other,control,1,1,24,0,1,1,0,0,1,0,0,0,11,0,1,1.3,61.11,mid_value,high_engagement,minimal_adoption
941,2026-02-13,paid_search,North America,solo,software,treatment,1,1,22,0,0,1,0,0,1,0,0,0,7,3,0,5.1,30.07,low_value,moderate_engagement,basic_adoption
942,2026-01-05,partner,Other,solo,healthcare,treatment,1,1,30,0,0,0,0,0,1,0,1,0,5,2,0,,27.72,low_value,moderate_engagement,basic_adoption
943,2026-03-11,organic,North America,mid_market,retail,treatment,1,1,28,0,1,1,1,0,0,1,0,0,12,8,0,2.8,265.74,high_value,high_engagement,broad_adoption
944,2026-01-26,referral,APAC,small,other,treatment,1,1,21,0,0,1,0,0,1,1,0,0,8,1,1,0.8,126.6,mid_value,moderate_engagement,minimal_adoption
945,2026-03-09,organic,North America,enterprise,healthcare,treatment,1,1,26,0,0,0,1,1,0,1,0,0,10,2,0,,704.47,enterprise_value,high_engagement,basic_adoption
946,2026-01-19,organic,North America,small,other,treatment,1,1,24,0,0,0,1,0,0,0,0,0,9,3,1,,106.19,mid_value,high_engagement,basic_adoption
947,2026-03-25,paid_search,North America,mid_market,finance,treatment,1,1,28,0,0,0,1,0,0,0,0,1,7,3,0,,169.27,high_value,moderate_engagement,basic_adoption
948,2026-01-20,paid_social,North America,enterprise,finance,treatment,1,1,23,0,0,1,1,0,0,0,0,0,12,1,1,4.1,903.09,enterprise_value,high_engagement,minimal_adoption
949,2026-01-12,paid_search,Other,small,other,control,1,1,25,0,1,1,1,0,0,1,1,0,5,1,0,7.8,45.28,low_value,moderate_engagement,minimal_adoption
950,2026-02-16,referral,UK,mid_market,retail,control,1,1,27,0,1,0,0,0,1,0,0,0,4,1,0,,259.1,high_value,moderate_engagement,minimal_adoption
951,2026-01-01,organic,APAC,solo,finance,treatment,1,1,21,0,0,0,0,0,1,0,0,0,4,2,1,,19.8,low_value,moderate_engagement,basic_adoption
952,2026-03-31,organic,APAC,small,other,treatment,1,1,24,0,1,1,1,1,0,0,0,0,12,3,1,4.2,92.41,mid_value,high_engagement,basic_adoption
