listing_id,seller_id,buyer_id,category,item_price,shipping_price,listing_age_days,views,likes,add_to_cart,purchased,seller_rating,buyer_returning,region,add_to_cart_invalid_flag,purchased_invalid_flag,buyer_returning_invalid_flag,add_to_cart_clean,purchased_clean,buyer_returning_clean,seller_rating_missing_flag,item_price_invalid_flag,views_invalid_flag,listing_age_days_invalid_flag,likes_invalid_flag,seller_rating_invalid_flag
218,185,118,accessories,9.34,5.99,0,38,2,0,0,4.72,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
219,245,606,shoes,15.82,3.49,19,27,1,0,0,4.1,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
220,134,504,shoes,44.87,2.99,20,72,7,0,0,4.79,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
221,28,574,clothing,47.81,3.49,29,15,5,0,0,4.32,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
222,28,441,shoes,35.13,4.99,49,28,8,0,0,4.59,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
223,108,194,clothing,40.75,3.49,0,73,3,0,0,4.59,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
224,44,392,clothing,35.21,2.49,3,48,4,0,0,4.42,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
225,84,26,bags,15.66,3.49,39,20,5,0,0,4.24,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
226,30,435,accessories,33.19,4.99,11,8,7,0,1,4.5,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
227,190,173,bags,42.96,2.99,15,40,5,0,0,5.0,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
228,75,300,shoes,41.6,5.99,20,7,1,0,0,4.12,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
229,128,645,shoes,56.39,3.49,20,25,3,0,0,5.0,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
230,247,326,electronics,40.28,4.99,48,87,3,0,0,,no,Tallinn,False,False,False,0,0,0,True,False,False,False,False,False
231,92,410,shoes,31.38,4.99,104,51,7,0,0,4.61,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
232,217,118,shoes,51.89,2.99,23,5,3,0,0,4.22,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
233,231,225,clothing,24.08,2.49,6,36,4,1,0,4.33,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
234,190,532,clothing,13.23,3.49,38,22,0,0,0,4.42,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
235,225,113,shoes,21.89,4.99,1,10,4,0,0,4.23,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
236,129,140,shoes,14.56,2.99,5,328,3,0,1,4.53,yes,Tallinn,False,False,False,0,1,1,False,False,False,False,False,False
237,121,559,bags,15.29,5.99,41,19,4,1,0,4.46,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
238,27,1,bags,22.17,4.99,5,19,4,0,0,5.0,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
239,190,90,bags,14.09,2.99,4,34,2,0,0,4.19,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
240,121,654,accessories,19.78,2.49,3,17,6,0,1,4.64,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
241,116,320,electronics,6.52,2.49,35,33,5,0,0,4.69,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
242,205,550,accessories,28.48,4.99,12,18,4,0,0,4.23,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
243,233,139,home,24.55,4.99,20,18,2,0,0,4.84,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
244,3,511,clothing,13.85,3.49,5,73,5,1,0,,yes,Tartu,False,False,False,1,0,1,True,False,False,False,False,False
245,103,259,clothing,38.92,2.99,26,80,1,1,0,3.73,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
246,198,673,clothing,47.29,4.99,26,6,4,0,1,4.83,yes,Pärnu,False,False,False,0,1,1,False,False,False,False,False,False
247,200,690,bags,7.96,3.49,7,59,5,0,0,4.21,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
248,155,10,home,14.38,3.49,10,106,0,0,0,4.23,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
249,137,261,clothing,14.32,4.99,4,122,3,0,0,4.84,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
250,62,650,home,12.71,2.49,68,48,1,0,0,4.48,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
251,165,172,clothing,43.84,2.99,19,12,3,1,0,4.92,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
252,225,13,home,21.42,2.99,49,53,3,0,1,5.0,yes,Tallinn,False,False,False,0,1,1,False,False,False,False,False,False
253,51,168,shoes,20.39,2.49,7,14,1,0,0,4.37,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
254,234,642,clothing,6.03,4.99,27,22,2,1,1,4.88,no,Narva,False,False,False,1,1,0,False,False,False,False,False,False
255,172,596,shoes,38.27,2.99,26,42,6,0,0,4.34,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
256,152,321,clothing,10.3,4.99,21,15,7,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
257,207,319,clothing,25.58,4.99,61,11,2,0,0,4.36,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
258,59,613,clothing,29.79,3.49,9,46,5,0,0,4.96,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
259,118,329,electronics,63.59,2.49,3,161,3,0,0,4.9,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
260,160,550,bags,9.81,4.99,20,92,5,0,0,4.71,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
261,96,419,clothing,2.96,5.99,24,57,0,0,0,4.37,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
262,216,606,bags,27.9,2.49,15,72,5,1,0,4.55,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
263,233,95,accessories,86.52,2.99,4,53,2,1,0,3.85,yes,Other,False,False,False,1,0,1,False,False,False,False,False,False
264,180,581,clothing,58.4,3.49,13,45,1,0,0,4.68,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
265,113,318,shoes,28.41,2.99,7,67,1,0,0,4.72,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
266,62,236,clothing,17.39,2.99,10,9,4,0,0,4.65,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
267,241,334,clothing,43.16,2.49,19,36,1,0,0,,no,Pärnu,False,False,False,0,0,0,True,False,False,False,False,False
268,186,376,accessories,12.41,2.99,25,28,4,0,0,4.16,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
269,52,459,clothing,34.24,4.99,5,32,4,1,0,4.34,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
270,12,137,shoes,34.95,2.99,9,20,2,1,0,4.7,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
271,39,588,accessories,51.53,3.49,6,48,3,0,0,4.7,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
272,130,547,clothing,169.32,3.49,4,14,3,0,0,4.54,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
273,131,513,bags,32.29,5.99,28,19,7,0,0,4.82,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
274,113,296,clothing,17.18,3.49,43,17,5,0,0,4.24,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
275,101,320,home,24.1,2.99,8,65,5,0,0,4.81,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
276,113,572,shoes,7.11,3.49,25,30,2,0,1,4.77,yes,Tallinn,False,False,False,0,1,1,False,False,False,False,False,False
277,184,349,electronics,15.08,2.49,41,20,0,0,0,4.73,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
278,81,229,bags,18.42,3.49,34,21,3,0,0,4.54,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
279,187,270,clothing,17.0,4.99,4,30,4,1,0,5.0,no,Other,False,False,False,1,0,0,False,False,False,False,False,False
280,113,291,bags,27.29,2.49,56,129,7,0,0,4.77,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
281,2,165,home,13.79,5.99,9,10,3,0,0,4.26,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
282,130,5,bags,53.77,4.99,7,55,5,0,0,4.69,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
283,220,379,electronics,24.54,2.99,1,46,3,0,1,4.86,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
284,54,78,home,24.37,2.99,12,14,5,0,0,4.39,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
285,87,410,clothing,19.5,2.99,2,112,3,0,0,4.98,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
286,229,574,clothing,27.35,4.99,5,49,3,1,0,4.73,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
287,224,132,bags,43.71,4.99,7,19,3,0,0,,yes,Narva,False,False,False,0,0,1,True,False,False,False,False,False
288,225,601,shoes,13.37,4.99,30,6,2,0,0,4.7,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
289,129,42,electronics,15.48,2.49,38,37,1,0,0,4.46,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
290,147,89,home,19.83,2.49,6,29,6,0,0,4.79,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
291,126,402,shoes,9.56,2.99,35,12,5,0,0,4.93,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
292,130,296,clothing,13.83,3.49,35,12,6,1,0,4.67,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
293,53,295,accessories,17.58,2.99,26,65,4,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
294,172,616,clothing,45.24,5.99,3,5,2,0,0,,no,Other,False,False,False,0,0,0,True,False,False,False,False,False
295,218,526,electronics,29.48,2.49,21,40,5,0,1,4.82,no,Tallinn,False,False,False,0,1,0,False,False,False,False,False,False
296,160,691,shoes,28.09,4.99,52,25,6,0,0,4.88,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
297,198,637,accessories,44.51,2.49,21,47,6,0,0,4.57,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
298,160,422,clothing,22.28,4.99,7,23,7,0,0,4.87,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
299,247,23,bags,32.24,5.99,12,39,5,0,0,4.39,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
300,68,575,shoes,22.82,5.99,19,15,2,0,0,4.45,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
301,183,143,bags,29.54,2.49,13,29,3,1,0,4.14,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
302,203,665,clothing,16.31,4.99,2,47,4,0,0,4.68,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
303,184,145,accessories,4.45,5.99,7,34,4,1,0,4.71,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
304,123,225,electronics,22.33,2.99,29,42,2,0,0,5.0,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
305,145,503,clothing,66.42,2.99,36,13,5,1,1,4.88,no,Tartu,False,False,False,1,1,0,False,False,False,False,False,False
306,38,616,clothing,46.92,4.99,3,18,4,0,0,4.5,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
307,24,104,clothing,48.22,2.49,55,18,3,0,0,4.19,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
308,69,39,bags,58.28,5.99,7,23,4,1,0,4.75,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
309,116,198,bags,26.1,2.49,20,102,6,0,0,4.99,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
310,98,646,bags,28.17,2.99,25,22,3,1,0,4.86,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
311,198,579,clothing,15.92,5.99,30,11,2,1,0,4.98,no,Pärnu,False,False,False,1,0,0,False,False,False,False,False,False
312,214,391,shoes,19.66,2.49,52,49,5,0,0,4.53,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
313,139,179,bags,37.75,3.49,7,101,5,0,0,4.44,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
314,240,554,shoes,56.98,4.99,35,10,5,0,0,,no,Other,False,False,False,0,0,0,True,False,False,False,False,False
315,144,448,home,22.25,4.99,3,177,3,0,0,4.58,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
316,97,500,clothing,17.9,3.49,22,44,7,0,0,4.57,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
317,201,15,accessories,24.54,2.99,24,76,3,0,0,4.67,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
318,124,623,shoes,37.37,5.99,20,112,3,0,0,4.55,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
319,187,669,shoes,8.93,4.99,5,72,2,1,0,4.55,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
320,70,289,accessories,4.92,3.49,37,27,5,0,1,4.33,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
321,208,478,accessories,16.69,3.49,3,90,3,0,0,4.93,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
322,93,231,home,10.44,2.99,1,38,4,1,0,4.63,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
323,3,420,clothing,17.19,2.99,23,80,4,0,0,4.54,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
324,148,157,clothing,22.12,2.49,12,88,4,0,0,4.34,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
325,187,550,accessories,17.86,4.99,34,11,4,0,0,4.13,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
326,164,441,bags,67.81,2.49,9,61,5,0,0,5.0,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
327,147,97,clothing,30.84,3.49,3,25,4,0,0,4.79,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
328,90,411,clothing,30.28,5.99,33,34,6,0,0,4.03,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
329,195,289,clothing,37.92,5.99,14,34,4,1,0,,yes,Other,False,False,False,1,0,1,True,False,False,False,False,False
330,147,254,home,11.05,2.99,4,32,1,0,0,4.92,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
331,148,196,clothing,50.77,5.99,23,118,1,0,0,4.64,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
332,96,598,clothing,23.27,5.99,13,9,3,0,0,5.0,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
333,199,522,clothing,39.23,5.99,17,6,6,1,1,4.68,yes,Pärnu,False,False,False,1,1,1,False,False,False,False,False,False
334,52,517,shoes,11.58,3.49,11,5,4,1,0,4.1,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
335,233,635,clothing,8.27,5.99,32,78,1,0,0,4.73,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
336,161,118,shoes,43.49,5.99,32,15,5,0,0,4.69,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
337,168,159,clothing,31.93,5.99,22,34,1,0,0,4.39,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
338,128,228,electronics,13.05,2.49,2,27,3,1,0,,no,Tallinn,False,False,False,1,0,0,True,False,False,False,False,False
339,39,216,clothing,13.35,3.49,33,13,5,0,0,4.02,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
340,82,696,bags,53.94,2.99,20,64,3,0,0,4.95,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
341,104,15,home,10.67,2.49,21,27,4,0,0,4.29,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
342,129,157,accessories,77.47,4.99,8,24,5,0,0,4.26,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
343,11,648,bags,13.06,3.49,38,37,5,0,0,4.56,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
344,220,261,clothing,38.35,3.49,23,57,2,0,0,4.75,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
345,185,157,clothing,19.49,4.99,2,13,4,0,0,4.66,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
346,217,47,accessories,37.42,4.99,9,66,4,0,0,4.34,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
347,178,324,home,16.76,4.99,39,110,7,0,1,4.42,yes,Tallinn,False,False,False,0,1,1,False,False,False,False,False,False
348,151,685,accessories,21.89,2.99,1,8,2,0,0,,no,Other,False,False,False,0,0,0,True,False,False,False,False,False
349,159,130,bags,25.25,5.99,59,38,1,0,0,4.52,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
350,222,411,accessories,12.16,3.49,20,23,5,0,0,4.98,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
351,42,95,shoes,41.21,5.99,18,56,3,0,0,4.6,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
352,99,627,clothing,17.13,5.99,6,80,3,0,1,4.9,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
353,7,292,bags,20.9,4.99,5,130,7,0,0,5.0,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
354,144,283,home,12.23,2.99,51,7,4,0,0,4.39,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
355,90,69,clothing,4.08,2.49,6,24,5,0,0,4.53,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
356,112,660,accessories,21.46,2.99,27,44,5,1,0,5.0,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
357,249,11,clothing,132.8,5.99,9,16,2,0,0,5.0,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
358,244,254,bags,42.49,2.99,3,14,4,0,0,4.01,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
359,60,550,clothing,24.2,4.99,0,37,7,0,0,4.74,no,Tallinn,False,False,False,0,0,0,False,False,False,False,False,False
360,113,134,shoes,20.41,2.49,14,32,3,1,0,4.6,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
361,2,23,accessories,24.92,4.99,67,30,6,0,0,4.89,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
362,129,346,clothing,35.98,2.49,8,65,8,0,0,4.34,yes,Narva,False,False,False,0,0,1,False,False,False,False,False,False
363,48,302,accessories,10.73,5.99,8,21,6,0,0,4.31,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
364,140,363,accessories,53.52,2.49,8,40,3,0,0,4.36,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
365,197,396,home,40.48,2.49,13,19,4,0,0,4.4,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
366,37,218,clothing,40.56,2.49,10,14,2,0,0,4.89,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
367,160,141,shoes,33.35,2.99,38,23,3,0,0,,yes,Narva,False,False,False,0,0,1,True,False,False,False,False,False
368,247,616,clothing,24.87,2.99,13,19,5,0,1,4.38,yes,Tallinn,False,False,False,0,1,1,False,False,False,False,False,False
369,9,210,home,235.74,5.99,13,20,4,1,0,3.97,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
370,233,623,home,37.12,2.49,3,86,2,0,1,4.95,no,Pärnu,False,False,False,0,1,0,False,False,False,False,False,False
371,99,616,bags,19.15,3.49,73,24,4,0,1,5.0,yes,Narva,False,False,False,0,1,1,False,False,False,False,False,False
372,147,683,electronics,16.42,5.99,5,17,6,1,0,4.49,yes,Narva,False,False,False,1,0,1,False,False,False,False,False,False
373,48,460,shoes,26.35,2.49,1,31,6,1,0,4.5,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
374,208,356,bags,72.55,2.49,20,33,8,1,0,4.76,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
375,131,324,clothing,10.3,2.99,16,10,0,1,0,5.0,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
376,148,133,accessories,8.78,5.99,10,23,5,1,0,4.74,yes,Other,False,False,False,1,0,1,False,False,False,False,False,False
377,152,127,clothing,27.53,2.49,10,22,2,0,0,4.36,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
378,54,106,electronics,25.42,2.49,28,26,5,1,0,4.03,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
379,120,604,accessories,27.7,5.99,4,58,1,1,0,4.21,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
380,161,378,accessories,29.1,3.49,31,34,2,0,0,,yes,Pärnu,False,False,False,0,0,1,True,False,False,False,False,False
381,152,51,clothing,20.98,5.99,19,90,3,0,0,4.37,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
382,116,29,clothing,69.61,5.99,10,30,4,1,1,4.67,yes,Other,False,False,False,1,1,1,False,False,False,False,False,False
383,75,462,clothing,8.0,3.49,11,148,1,0,0,4.41,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
384,113,296,shoes,13.74,5.99,5,20,3,1,0,4.23,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
385,200,297,clothing,22.82,2.49,25,15,5,0,0,4.19,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
386,164,407,home,7.77,5.99,13,49,3,0,0,5.0,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
387,166,613,bags,21.69,3.49,7,102,5,0,0,4.91,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
388,104,405,clothing,78.49,4.99,16,9,7,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
389,84,346,shoes,24.89,5.99,98,25,3,0,0,4.79,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
390,227,622,shoes,28.83,2.99,10,17,3,0,0,4.45,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
391,112,420,bags,10.15,2.49,46,34,6,0,0,5.0,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
392,217,182,shoes,15.94,2.49,8,30,5,0,0,4.59,no,Tartu,False,False,False,0,0,0,False,False,False,False,False,False
393,99,1,home,18.87,2.99,1,101,3,0,0,4.68,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
394,153,567,shoes,19.64,2.99,4,27,3,0,0,4.59,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
395,93,371,home,60.17,5.99,10,103,5,0,0,3.57,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
396,146,661,electronics,36.25,2.99,4,23,3,0,0,5.0,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
397,128,431,clothing,11.27,4.99,0,69,1,0,0,4.77,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
398,110,309,home,29.15,3.49,44,37,5,0,0,4.72,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
399,82,137,clothing,34.77,2.99,33,142,7,0,0,4.58,yes,Tallinn,False,False,False,0,0,1,False,False,False,False,False,False
400,194,202,electronics,54.49,2.99,24,8,3,0,0,4.66,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
401,54,436,shoes,74.17,4.99,3,11,1,0,0,4.39,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
402,163,313,electronics,12.05,2.49,2,156,4,1,0,4.82,yes,Tallinn,False,False,False,1,0,1,False,False,False,False,False,False
403,208,117,electronics,13.91,2.49,1,15,4,1,0,4.14,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
404,189,666,electronics,10.17,5.99,23,16,8,1,0,4.67,yes,Pärnu,False,False,False,1,0,1,False,False,False,False,False,False
405,169,575,accessories,20.83,4.99,48,14,3,0,0,4.8,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
406,228,244,clothing,34.0,3.49,10,84,4,0,0,4.53,no,Other,False,False,False,0,0,0,False,False,False,False,False,False
407,161,537,clothing,48.97,3.49,2,10,4,0,0,4.73,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
408,68,602,shoes,23.26,4.99,13,31,8,0,0,,yes,Narva,False,False,False,0,0,1,True,False,False,False,False,False
409,33,75,clothing,19.61,3.49,8,24,3,1,0,4.26,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
410,142,386,accessories,27.28,2.49,8,76,2,0,0,4.68,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
411,21,210,clothing,13.67,3.49,17,18,3,0,0,4.84,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
412,48,475,home,105.92,3.49,23,44,5,0,0,3.94,yes,Pärnu,False,False,False,0,0,1,False,False,False,False,False,False
413,148,418,bags,47.76,4.99,2,10,5,1,0,4.78,yes,Other,False,False,False,1,0,1,False,False,False,False,False,False
414,248,347,electronics,27.92,4.99,1,232,6,1,0,4.41,yes,Other,False,False,False,1,0,1,False,False,False,False,False,False
415,128,529,clothing,101.14,3.49,93,24,5,0,1,4.53,yes,Tartu,False,False,False,0,1,1,False,False,False,False,False,False
416,136,640,electronics,24.65,2.99,5,30,5,1,1,4.13,no,Tallinn,False,False,False,1,1,0,False,False,False,False,False,False
417,135,179,home,21.48,4.99,1,133,6,0,0,4.3,no,Narva,False,False,False,0,0,0,False,False,False,False,False,False
418,195,182,shoes,19.1,5.99,4,18,0,1,1,4.94,no,Narva,False,False,False,1,1,0,False,False,False,False,False,False
419,145,664,bags,21.62,5.99,1,134,3,1,0,4.61,no,Narva,False,False,False,1,0,0,False,False,False,False,False,False
420,128,25,accessories,64.14,2.49,9,21,1,1,0,4.47,yes,Tartu,False,False,False,1,0,1,False,False,False,False,False,False
421,33,180,clothing,5.22,3.49,29,55,6,0,0,,no,Tartu,False,False,False,0,0,0,True,False,False,False,False,False
422,176,501,shoes,71.77,2.99,8,18,1,0,0,4.77,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
423,204,161,shoes,9.05,2.49,11,9,7,0,0,,no,Tallinn,False,False,False,0,0,0,True,False,False,False,False,False
424,187,177,clothing,20.36,3.49,20,44,3,0,0,4.57,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
425,115,285,shoes,18.17,4.99,13,53,3,1,0,4.98,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
426,214,63,clothing,37.04,5.99,36,9,3,0,0,4.94,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
427,119,662,clothing,8.01,2.99,36,23,3,0,0,4.74,no,Pärnu,False,False,False,0,0,0,False,False,False,False,False,False
428,22,666,clothing,33.9,5.99,0,88,4,0,0,4.62,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
429,238,156,home,101.19,4.99,27,51,5,0,0,4.83,yes,Tartu,False,False,False,0,0,1,False,False,False,False,False,False
430,158,469,bags,9.45,3.49,11,21,4,0,1,4.71,no,Other,False,False,False,0,1,0,False,False,False,False,False,False
431,38,49,home,28.02,4.99,81,18,2,0,0,4.97,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
432,230,84,shoes,15.43,4.99,12,173,3,0,0,4.91,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
433,109,361,clothing,33.05,5.99,78,8,4,0,1,,yes,Tallinn,False,False,False,0,1,1,True,False,False,False,False,False
434,51,689,shoes,24.86,2.99,25,28,2,1,0,4.22,no,Tartu,False,False,False,1,0,0,False,False,False,False,False,False
435,182,148,shoes,15.66,4.99,5,8,3,0,0,4.35,yes,Other,False,False,False,0,0,1,False,False,False,False,False,False
436,8,630,clothing,34.52,5.99,14,98,0,1,0,4.94,no,Tallinn,False,False,False,1,0,0,False,False,False,False,False,False
