customer_id,region,income_band,employment_type,monthly_income,loan_balance,monthly_payment,loan_to_income_ratio,credit_utilization_percent,risk_score,risk_tier,missed_payments_last_6m,days_late_average,missed_payment_last_30d,prior_delinquency_flag,current_delinquency_flag,autopay_enabled,support_contact_last_30d,hardship_program_enrolled,intervention_group,repayment_plan_type,payment_recovery_flag,repayment_probability_score,autopay_enabled_invalid_flag,missed_payment_last_30d_invalid_flag,prior_delinquency_flag_invalid_flag,current_delinquency_flag_invalid_flag,hardship_program_enrolled_invalid_flag,payment_recovery_flag_invalid_flag,support_contact_last_30d_invalid_flag,autopay_enabled_clean,missed_payment_last_30d_clean,prior_delinquency_flag_clean,current_delinquency_flag_clean,hardship_program_enrolled_clean,payment_recovery_flag_clean,support_contact_last_30d_clean,employment_type_missing_flag,monthly_income_missing_flag,monthly_income_invalid_flag,loan_balance_invalid_flag,monthly_payment_invalid_flag,loan_to_income_ratio_invalid_flag,credit_utilization_percent_invalid_flag,missed_payments_last_6m_invalid_flag,days_late_average_invalid_flag,risk_score_invalid_flag,repayment_probability_score_invalid_flag
2151,Tallinn,mid,unemployed,1634.31,5632.42,234.68,3.45,41.37,0.441,low_risk,4,5.7,0,0,0,1,0,0,sms_reminder,standard,0,0.742,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2152,Tallinn,lower_mid,salaried,1055.53,15877.42,882.08,15.04,65.5,0.726,high_risk,3,4.3,0,1,0,0,0,0,repayment_call,standard,1,0.533,False,False,False,False,False,False,False,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2153,Narva,low,salaried,1217.69,2707.31,451.22,2.22,46.86,0.416,low_risk,1,3.2,0,0,0,0,0,0,sms_reminder,standard,1,0.673,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2154,Pärnu,lower_mid,salaried,989.9,4369.1,364.09,4.41,41.34,0.417,low_risk,0,6.0,0,0,0,1,0,0,sms_reminder,standard,0,0.752,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2155,Tallinn,low,self_employed,857.78,2602.2,216.85,3.03,62.92,0.533,medium_risk,2,7.2,0,0,0,0,0,0,none,standard,1,0.62,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2156,Tallinn,low,salaried,1314.71,5276.53,439.71,4.01,56.76,0.5,medium_risk,2,3.6,0,1,0,1,0,0,repayment_call,restructured,0,0.715,False,False,False,False,False,False,False,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2157,Tallinn,upper_mid,salaried,2947.8,2761.83,230.15,0.94,58.02,0.267,low_risk,1,1.9,0,0,0,1,0,0,none,standard,1,0.82,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2158,Tallinn,mid,salaried,2737.74,2852.4,79.23,1.04,20.1,0.248,low_risk,1,2.1,0,0,0,1,0,0,none,standard,1,0.828,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2159,Tartu,mid,salaried,1738.12,1415.67,78.65,0.81,44.02,0.25,low_risk,0,2.3,0,0,0,1,1,0,sms_reminder,standard,1,0.827,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2160,Narva,lower_mid,salaried,1000.1,4552.11,189.67,4.55,49.38,0.553,medium_risk,3,5.7,0,0,0,1,0,0,none,restructured,0,0.691,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2161,Narva,upper_mid,salaried,1980.95,5839.07,486.59,2.95,61.77,0.488,medium_risk,0,3.6,0,0,0,0,1,0,none,standard,1,0.64,False,False,False,False,False,False,False,0,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2162,Tartu,mid,self_employed,3196.35,17074.77,1422.9,5.34,45.85,0.547,medium_risk,2,3.3,0,0,0,1,0,0,none,standard,0,0.694,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2163,Tallinn,mid,self_employed,1459.57,6015.69,250.65,4.12,43.39,0.476,medium_risk,0,1.9,0,0,0,1,0,0,sms_reminder,restructured,0,0.726,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2164,Pärnu,lower_mid,salaried,1778.15,3019.17,167.73,1.7,70.71,0.338,low_risk,0,4.1,0,0,1,1,0,0,none,standard,0,0.608,False,False,False,False,False,False,False,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2165,Tartu,upper_mid,salaried,2396.33,1525.75,63.57,0.64,44.66,0.291,low_risk,1,3.2,0,0,0,0,0,1,sms_reminder,grace_period,1,0.729,False,False,False,False,False,False,False,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False
2166,Other,mid,gig_worker,3201.12,1692.62,282.1,0.53,20.57,0.354,low_risk,3,7.6,0,0,0,1,0,0,none,standard,1,0.781,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2167,Tartu,upper_mid,salaried,6686.52,1600.83,44.47,0.24,25.77,0.173,low_risk,0,0.6,0,0,0,1,0,0,none,standard,1,0.862,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2168,Tallinn,low,unemployed,553.78,17301.21,1441.77,31.24,48.61,0.721,high_risk,4,6.4,0,0,0,0,1,0,repayment_call,standard,0,0.536,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
2169,Narva,lower_mid,salaried,989.41,5249.34,437.44,5.31,34.72,0.552,medium_risk,1,4.0,0,0,0,0,0,0,repayment_call,standard,1,0.612,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2170,Tallinn,lower_mid,self_employed,1792.97,2731.96,151.78,1.52,8.8,0.204,low_risk,0,0.2,0,0,0,1,0,0,none,standard,0,0.848,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2171,Narva,lower_mid,salaried,1649.79,2059.27,85.8,1.25,43.81,0.288,low_risk,4,2.5,0,0,0,1,0,0,none,standard,1,0.81,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2172,Tallinn,upper_mid,self_employed,4231.42,2225.91,370.98,0.53,35.75,0.218,low_risk,0,5.4,0,0,0,0,0,0,none,standard,1,0.762,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2173,Tallinn,low,student,790.65,2678.54,74.4,3.39,21.14,0.522,medium_risk,2,1.5,0,0,1,0,0,1,none,restructured,0,0.445,False,False,False,False,False,False,False,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False
2174,Pärnu,low,unemployed,1794.48,11352.48,630.69,6.33,47.19,0.585,medium_risk,1,6.8,0,0,0,1,0,0,repayment_call,standard,0,0.677,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2175,Tallinn,lower_mid,unemployed,1453.9,4136.24,344.69,2.84,61.08,0.424,low_risk,0,9.9,0,0,0,1,0,0,none,grace_period,1,0.749,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2176,Pärnu,lower_mid,salaried,948.42,1428.53,119.04,1.51,30.46,0.31,low_risk,0,1.8,0,0,0,0,0,0,none,standard,1,0.72,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2177,Tallinn,lower_mid,salaried,1291.06,23928.95,1994.08,18.53,43.79,0.637,medium_risk,0,10.8,0,0,0,0,1,0,hardship_outreach,standard,1,0.573,False,False,False,False,False,False,False,0,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2178,Narva,mid,salaried,1428.74,1798.81,149.9,1.26,35.93,0.282,low_risk,0,3.7,0,0,0,1,0,1,none,restructured,0,0.813,False,False,False,False,False,False,False,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False
2179,Narva,mid,salaried,3493.97,2715.89,150.88,0.78,73.61,0.318,low_risk,3,3.5,0,0,0,0,0,0,none,standard,1,0.717,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2180,Tartu,low,salaried,769.05,11300.57,470.86,14.69,60.57,0.724,high_risk,4,1.8,0,1,1,0,0,0,repayment_call,standard,1,0.354,False,False,False,False,False,False,False,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2181,Tallinn,lower_mid,student,1638.97,5775.4,320.86,3.52,36.61,0.493,medium_risk,2,1.5,1,0,0,1,0,0,none,restructured,1,0.718,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2182,Tallinn,lower_mid,student,1204.25,2973.69,247.81,2.47,7.55,0.379,low_risk,1,3.7,1,0,0,1,0,0,none,restructured,1,0.769,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2183,Tallinn,low,salaried,780.19,1679.88,139.99,2.15,28.81,0.333,low_risk,2,5.8,0,0,0,0,0,0,none,standard,1,0.71,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2184,Tallinn,mid,salaried,1139.58,2048.74,56.91,1.8,27.24,0.211,low_risk,1,2.6,0,0,0,1,0,0,none,standard,0,0.845,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2185,Narva,mid,salaried,2543.02,2143.36,178.61,0.84,60.39,0.278,low_risk,2,3.6,0,1,0,1,0,0,none,standard,1,0.815,False,False,False,False,False,False,False,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2186,Other,mid,self_employed,3182.53,4252.55,354.38,1.34,74.44,0.507,medium_risk,1,2.8,0,0,0,1,0,0,none,standard,1,0.712,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2187,Other,mid,salaried,1566.47,4881.93,271.22,3.12,32.96,0.39,low_risk,1,2.8,0,1,0,0,1,0,sms_reminder,standard,0,0.684,False,False,False,False,False,False,False,0,0,1,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
2188,Pärnu,low,student,579.4,3783.89,157.66,6.53,29.22,0.564,medium_risk,1,3.7,0,0,0,1,0,0,sms_reminder,standard,0,0.686,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2189,Pärnu,upper_mid,self_employed,4267.31,4107.58,114.1,0.96,25.44,0.171,low_risk,1,5.6,0,0,1,1,0,0,none,grace_period,1,0.683,False,False,False,False,False,False,False,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2190,Narva,mid,self_employed,1240.04,1923.61,53.43,1.55,51.55,0.323,low_risk,1,8.4,0,0,0,1,0,0,none,standard,1,0.795,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2191,Tallinn,upper_mid,salaried,4875.26,5270.35,146.4,1.08,62.11,0.363,low_risk,1,1.5,0,1,0,0,0,0,none,restructured,1,0.697,False,False,False,False,False,False,False,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2192,Other,low,salaried,711.27,11052.25,921.02,15.54,12.69,0.693,high_risk,4,6.0,1,1,0,1,0,0,repayment_call,grace_period,0,0.628,False,False,False,False,False,False,False,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2193,Narva,upper_mid,unemployed,2318.38,3743.99,312.0,1.61,16.88,0.295,low_risk,0,7.6,0,0,0,1,0,0,sms_reminder,restructured,0,0.807,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2194,Tartu,mid,self_employed,2273.78,3689.64,204.98,1.62,6.73,0.323,low_risk,0,1.8,0,1,0,0,0,0,none,standard,0,0.715,False,False,False,False,False,False,False,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2195,Tallinn,mid,unemployed,1506.42,4501.88,750.31,2.99,38.01,0.495,medium_risk,2,3.3,0,1,0,1,0,0,none,standard,1,0.717,False,False,False,False,False,False,False,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2196,Tartu,low,salaried,757.62,9785.47,815.46,12.92,57.39,0.707,high_risk,0,3.2,0,0,1,1,0,1,repayment_call,grace_period,0,0.442,False,False,False,False,False,False,False,1,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False
2197,Tartu,mid,self_employed,2351.87,2162.36,360.39,0.92,17.14,0.366,low_risk,3,4.6,1,0,0,0,0,0,none,standard,1,0.695,False,False,False,False,False,False,False,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2198,Other,upper_mid,salaried,1516.81,12558.28,1046.52,8.28,34.14,0.553,medium_risk,2,4.4,1,0,0,1,0,0,none,standard,0,0.691,False,False,False,False,False,False,False,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2199,Tartu,mid,self_employed,3552.0,5801.76,322.32,1.63,19.9,0.277,low_risk,1,3.6,0,0,0,1,0,0,none,standard,0,0.815,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2200,Tallinn,mid,gig_worker,2129.53,4322.16,360.18,2.03,58.78,0.348,low_risk,0,1.1,1,0,0,1,0,0,none,restructured,1,0.783,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2201,Other,upper_mid,gig_worker,2181.85,10508.39,875.7,4.82,31.66,0.427,low_risk,0,6.5,0,0,0,0,0,0,none,standard,1,0.668,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2202,Tallinn,lower_mid,gig_worker,1011.01,1743.16,72.63,1.72,61.56,0.398,low_risk,0,4.1,0,0,0,1,1,0,none,standard,0,0.761,False,False,False,False,False,False,False,1,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
2203,Tartu,mid,salaried,2884.25,6257.49,347.64,2.17,70.53,0.484,medium_risk,2,0.6,0,0,0,0,0,0,none,standard,1,0.642,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2204,Tallinn,lower_mid,unemployed,1696.91,5841.44,162.26,3.44,27.77,0.518,medium_risk,2,2.9,0,0,0,1,0,0,none,standard,0,0.707,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2205,Narva,upper_mid,unemployed,5143.29,2097.31,174.78,0.41,43.44,0.217,low_risk,0,4.7,0,0,0,1,0,0,none,standard,1,0.842,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2206,Other,low,salaried,763.55,5975.83,497.99,7.83,9.45,0.581,medium_risk,1,5.9,0,0,0,0,0,0,sms_reminder,standard,1,0.599,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2207,Tallinn,mid,unemployed,2309.07,5231.63,435.97,2.27,78.41,0.453,medium_risk,1,4.9,0,1,0,1,0,0,none,standard,1,0.736,False,False,False,False,False,False,False,1,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2208,Pärnu,mid,salaried,2407.14,3699.48,205.53,1.54,35.12,0.323,low_risk,1,1.5,0,0,0,1,0,0,sms_reminder,standard,1,0.795,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2209,Tallinn,mid,self_employed,2623.27,8079.73,336.66,3.08,65.48,0.482,medium_risk,3,12.8,0,0,0,1,0,0,repayment_call,standard,1,0.723,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2210,Other,mid,salaried,3012.19,2755.03,229.59,0.91,53.25,0.35,low_risk,0,7.6,0,0,0,1,1,0,none,grace_period,1,0.782,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2211,Narva,upper_mid,unemployed,2623.21,5180.94,215.87,1.98,31.67,0.47,medium_risk,3,7.5,0,0,0,1,0,0,none,standard,0,0.728,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2212,Pärnu,upper_mid,salaried,3181.61,3832.39,212.91,1.2,34.62,0.4,low_risk,2,7.0,0,0,0,1,0,0,sms_reminder,standard,1,0.76,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2213,Tallinn,low,salaried,781.5,2667.71,222.31,3.41,34.52,0.555,medium_risk,2,5.1,0,0,0,1,0,0,repayment_call,standard,0,0.69,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2214,Other,lower_mid,salaried,1376.63,6168.21,342.68,4.48,43.76,0.481,medium_risk,2,4.6,0,1,1,0,0,0,none,standard,1,0.464,False,False,False,False,False,False,False,0,0,1,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2215,Narva,low,salaried,1187.92,3619.89,201.1,3.05,49.19,0.411,low_risk,1,6.9,0,1,0,1,0,0,none,restructured,0,0.755,False,False,False,False,False,False,False,1,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2216,Tallinn,lower_mid,self_employed,824.63,1401.43,233.57,1.7,57.59,0.428,low_risk,3,1.6,1,0,0,1,0,1,repayment_call,grace_period,0,0.747,False,False,False,False,False,False,False,1,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False
2217,Pärnu,mid,salaried,2994.98,1095.76,91.31,0.37,44.4,0.133,low_risk,1,4.6,0,0,0,1,0,0,none,standard,1,0.88,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2218,Tallinn,upper_mid,self_employed,2291.91,7644.89,318.54,3.34,15.88,0.371,low_risk,3,4.0,0,0,0,0,0,0,sms_reminder,standard,0,0.693,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2219,Other,upper_mid,unemployed,2990.87,1693.5,94.08,0.57,15.96,0.24,low_risk,0,2.8,0,0,0,1,0,0,none,standard,1,0.832,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2220,Tallinn,low,gig_worker,1414.49,5216.27,434.69,3.69,71.33,0.471,medium_risk,1,4.9,0,0,0,1,0,0,sms_reminder,standard,1,0.728,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2221,Narva,low,student,1055.14,4408.17,122.45,4.18,53.97,0.546,medium_risk,1,4.9,0,0,0,0,0,0,repayment_call,standard,0,0.614,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2222,Tartu,mid,salaried,2341.02,3208.64,267.39,1.37,69.75,0.427,low_risk,2,6.1,1,0,0,0,0,0,sms_reminder,restructured,1,0.668,False,False,False,False,False,False,False,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2223,Tallinn,mid,salaried,1439.27,18352.14,1529.34,12.75,26.21,0.595,medium_risk,1,0.7,0,0,0,1,0,0,repayment_call,standard,0,0.672,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2224,Tallinn,lower_mid,salaried,1002.37,4840.41,403.37,4.83,51.25,0.522,medium_risk,4,1.7,0,0,0,0,0,0,sms_reminder,restructured,0,0.625,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2225,Tallinn,upper_mid,salaried,4459.89,7455.63,310.65,1.67,60.85,0.409,low_risk,2,9.9,0,0,1,0,0,0,none,standard,1,0.496,False,False,False,False,False,False,False,0,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2226,Tartu,upper_mid,unemployed,2732.99,5237.57,290.98,1.92,34.52,0.448,low_risk,1,1.4,0,0,0,0,0,0,none,standard,0,0.658,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2227,Tallinn,lower_mid,salaried,1194.95,3555.84,197.55,2.98,58.87,0.48,medium_risk,2,10.1,0,1,0,0,0,0,none,standard,0,0.644,False,False,False,False,False,False,False,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2228,Tartu,upper_mid,student,4492.4,4170.05,115.83,0.93,57.17,0.346,low_risk,1,2.4,0,0,0,1,1,0,none,standard,1,0.784,False,False,False,False,False,False,False,1,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2229,Tallinn,lower_mid,salaried,1000.5,12630.97,526.29,12.62,49.9,0.637,medium_risk,1,1.9,1,1,1,1,1,0,sms_reminder,standard,1,0.473,False,False,False,False,False,False,False,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2230,Tallinn,mid,gig_worker,2288.95,9567.04,797.25,4.18,33.62,0.494,medium_risk,1,2.5,0,0,0,1,0,0,none,restructured,0,0.718,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2231,Narva,lower_mid,salaried,1419.36,18287.81,761.99,12.88,73.66,0.739,high_risk,1,5.6,0,0,0,0,1,0,hardship_outreach,standard,0,0.527,False,False,False,False,False,False,False,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False
2232,Tallinn,low,salaried,949.18,4995.19,208.13,5.26,28.83,0.554,medium_risk,3,3.9,0,0,0,0,0,0,sms_reminder,standard,0,0.611,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2233,Other,upper_mid,self_employed,2795.53,2191.4,182.62,0.78,72.72,0.422,low_risk,1,3.4,0,0,1,1,1,0,sms_reminder,standard,0,0.57,False,False,False,False,False,False,False,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False
2234,Pärnu,lower_mid,salaried,1162.9,3040.0,253.33,2.61,24.58,0.382,low_risk,3,1.6,0,1,0,0,0,0,sms_reminder,standard,0,0.688,False,False,False,False,False,False,False,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2235,Narva,mid,self_employed,1487.15,1735.7,72.32,1.17,67.66,0.358,low_risk,3,5.4,0,0,0,0,0,0,none,standard,1,0.699,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2236,Tartu,lower_mid,salaried,1633.83,7519.71,626.64,4.6,24.19,0.561,medium_risk,0,2.0,0,0,0,1,0,0,none,standard,0,0.688,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2237,Other,low,salaried,767.13,2725.92,227.16,3.55,24.95,0.445,low_risk,1,5.5,0,1,0,0,0,0,none,standard,1,0.66,False,False,False,False,False,False,False,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2238,Tallinn,low,unemployed,1295.25,427.74,17.82,0.33,32.25,0.323,low_risk,1,3.1,0,0,0,1,0,0,none,standard,1,0.795,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2239,Tallinn,lower_mid,salaried,1302.93,26844.92,1118.54,20.6,21.76,0.808,high_risk,0,7.7,0,0,0,1,0,0,repayment_call,standard,0,0.576,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2240,Tallinn,mid,self_employed,1496.66,2757.42,459.57,1.84,70.45,0.455,medium_risk,2,1.0,0,0,1,0,0,1,repayment_call,restructured,1,0.475,False,False,False,False,False,False,False,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False
2241,Pärnu,lower_mid,salaried,1297.41,2745.06,228.76,2.12,42.53,0.429,low_risk,2,5.8,0,0,1,1,0,0,none,standard,1,0.567,False,False,False,False,False,False,False,1,0,0,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2242,Tallinn,mid,self_employed,1841.28,14819.64,823.31,8.05,25.8,0.521,medium_risk,2,5.0,0,0,0,0,0,0,sms_reminder,restructured,1,0.626,False,False,False,False,False,False,False,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2243,Tartu,mid,salaried,2900.41,1709.25,94.96,0.59,25.63,0.317,low_risk,1,0.6,0,0,0,0,1,0,none,standard,1,0.717,False,False,False,False,False,False,False,0,0,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,False
2244,Other,mid,salaried,1866.11,9921.45,275.6,5.32,50.46,0.444,low_risk,6,4.9,0,0,0,1,0,0,sms_reminder,standard,1,0.74,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2245,Pärnu,lower_mid,salaried,1281.57,2722.81,151.27,2.12,19.42,0.276,low_risk,1,6.6,0,0,0,0,0,0,none,standard,0,0.736,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2246,Tartu,upper_mid,salaried,5184.21,1567.37,87.08,0.3,49.8,0.171,low_risk,2,2.3,0,0,0,0,0,0,none,standard,0,0.783,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2247,Tallinn,lower_mid,salaried,1647.27,15203.61,422.32,9.23,47.85,0.608,medium_risk,4,0.8,0,0,0,1,0,0,hardship_outreach,standard,1,0.666,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2248,Pärnu,lower_mid,self_employed,2383.42,8453.39,1408.9,3.55,57.73,0.412,low_risk,0,5.9,0,0,1,1,1,1,none,restructured,0,0.575,False,False,False,False,False,False,False,1,0,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False
2249,Tartu,lower_mid,self_employed,2094.61,8433.78,1405.63,4.03,57.37,0.643,medium_risk,3,5.0,1,1,0,1,0,0,repayment_call,standard,1,0.651,False,False,False,False,False,False,False,1,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2250,Tallinn,lower_mid,salaried,1053.99,5573.29,309.63,5.29,23.54,0.438,low_risk,1,9.8,0,0,0,1,0,0,repayment_call,standard,1,0.743,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2251,Tallinn,low,salaried,1304.07,6629.78,552.48,5.08,24.76,0.57,medium_risk,3,2.6,0,0,0,1,0,0,none,standard,0,0.683,False,False,False,False,False,False,False,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2252,Other,mid,salaried,3421.35,1678.88,279.81,0.49,76.7,0.263,low_risk,0,9.1,0,0,0,0,0,0,none,standard,0,0.742,False,False,False,False,False,False,False,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
2253,Narva,lower_mid,salaried,2286.39,4599.52,383.29,2.01,41.13,0.392,low_risk,3,5.7,1,0,0,1,0,0,none,standard,1,0.764,False,False,False,False,False,False,False,1,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
2254,Pärnu,lower_mid,salaried,1920.65,2107.86,117.1,1.1,32.16,0.326,low_risk,0,8.7,0,0,0,1,0,0,none,standard,1,0.793,False,False,False,False,False,False,False,1,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False
