customer_id,region,acquisition_channel,employment_type,device_type,customer_tenure_months,monthly_income,income_band,credit_utilization_percent,debt_to_income_ratio,savings_balance,active_loan_amount,loan_term_months,installment_size,loan_to_income_ratio,financial_stress_score,app_sessions_per_week,avg_session_minutes,days_since_last_login,support_tickets_last_90d,autopay_enabled,number_of_products,promo_usage_rate,delinquency_flag,missed_payments_last_12m,avg_days_late,repayment_rate_percent,risk_band,engagement_band,utilization_band,savings_balance_missing_flag,monthly_income_invalid_flag,savings_balance_invalid_flag
380,Tallinn,paid_search,unemployed,android,4,525.28,low,41.33,0.36,379.99,661.11,18,36.73,1.26,0.282,3,4.91,2,2,1,1,26.19,0,0,0.0,98.66,low_risk,medium_engagement,medium_utilization,False,False,False
381,Tallinn,paid_search,salaried,ios,17,2430.93,mid,31.99,0.25,1000.93,1944.2,12,162.02,0.8,0.185,4,6.0,2,1,0,1,17.97,1,0,0.0,99.26,low_risk,medium_engagement,medium_utilization,False,False,False
382,Pärnu,organic,self_employed,android,0,1719.59,lower_mid,17.73,0.24,896.04,2819.39,9,313.27,1.64,0.25,5,3.03,2,1,1,2,36.04,1,2,2.0,87.6,low_risk,medium_engagement,low_utilization,False,False,False
383,Tartu,referral,salaried,android,16,2603.16,mid,9.99,0.27,1072.31,1417.37,6,236.23,0.54,0.116,3,5.26,15,2,1,2,16.87,0,1,2.7,90.83,low_risk,medium_engagement,low_utilization,False,False,False
384,Other,partner,salaried,android,9,2183.01,mid,19.78,0.4,1794.18,348.49,6,58.08,0.16,0.115,4,5.97,1,0,1,2,23.89,0,0,0.0,99.4,low_risk,medium_engagement,low_utilization,False,False,False
385,Pärnu,organic,student,android,16,742.43,low,23.42,0.15,308.91,581.57,6,96.93,0.78,0.153,3,10.17,4,0,0,3,16.17,0,0,0.0,98.98,low_risk,medium_engagement,low_utilization,False,False,False
386,Narva,paid_search,salaried,android,9,3631.44,upper_mid,22.14,0.32,2380.34,3415.67,18,189.76,0.94,0.19,4,3.58,44,0,0,1,33.0,0,1,1.4,92.3,low_risk,medium_engagement,low_utilization,False,False,False
387,Tallinn,social,salaried,android,53,2026.13,mid,68.18,0.58,2197.15,1485.72,3,495.24,0.73,0.309,6,5.56,9,1,1,2,19.32,0,0,0.0,98.25,low_risk,medium_engagement,medium_utilization,False,False,False
388,Tallinn,organic,self_employed,web,6,2362.79,mid,45.22,0.38,1509.02,2409.41,24,100.39,1.02,0.259,6,11.34,1,0,0,4,30.92,0,0,1.8,98.78,low_risk,medium_engagement,medium_utilization,False,False,False
389,Narva,referral,salaried,web,57,1643.69,lower_mid,40.36,0.32,754.62,1093.95,12,91.16,0.67,0.202,6,6.48,11,2,0,1,14.95,0,1,7.2,93.63,low_risk,medium_engagement,medium_utilization,False,False,False
390,Narva,organic,salaried,web,1,1033.55,lower_mid,38.42,0.31,426.01,316.79,6,52.8,0.31,0.159,2,2.63,13,0,0,1,17.95,0,0,1.2,99.55,low_risk,low_engagement,medium_utilization,False,False,False
391,Other,referral,salaried,android,16,1722.0,lower_mid,12.95,0.07,,1878.89,18,104.38,1.09,0.139,3,0.67,20,0,1,4,22.73,0,1,0.4,94.21,low_risk,medium_engagement,low_utilization,True,False,False
392,Tallinn,organic,salaried,android,8,993.85,low,21.13,0.33,758.62,1012.89,18,56.27,1.02,0.205,3,6.53,1,2,0,3,27.16,0,0,0.0,99.21,low_risk,medium_engagement,low_utilization,False,False,False
393,Tallinn,social,self_employed,android,24,1748.84,lower_mid,27.56,0.24,1662.27,1467.49,9,163.05,0.84,0.176,2,4.47,2,1,1,1,15.23,0,0,0.0,98.78,low_risk,low_engagement,low_utilization,False,False,False
394,Narva,referral,salaried,ios,22,3511.22,upper_mid,46.75,0.27,1014.75,434.73,9,48.3,0.12,0.141,8,4.08,5,1,0,3,23.42,0,0,1.9,99.35,low_risk,high_engagement,medium_utilization,False,False,False
395,Tallinn,partner,salaried,ios,23,1529.72,lower_mid,36.76,0.38,279.0,1225.03,18,68.06,0.8,0.227,5,7.07,8,0,1,2,10.02,0,4,21.0,79.99,low_risk,medium_engagement,medium_utilization,False,False,False
396,Other,referral,salaried,ios,1,1004.83,lower_mid,19.31,0.28,1520.06,505.26,9,56.14,0.5,0.13,9,3.83,2,0,1,4,7.37,0,2,0.9,83.27,low_risk,high_engagement,low_utilization,False,False,False
397,Other,referral,salaried,ios,24,3550.28,upper_mid,46.42,0.47,,5818.38,12,484.86,1.64,0.344,0,6.45,4,0,1,3,32.38,0,0,0.2,98.18,medium_risk,low_engagement,medium_utilization,True,False,False
398,Tartu,paid_search,unemployed,android,3,550.37,low,60.53,0.63,94.75,302.67,18,16.82,0.55,0.301,3,8.39,1,0,1,1,38.74,0,2,6.2,83.81,low_risk,medium_engagement,medium_utilization,False,False,False
399,Narva,partner,salaried,ios,0,2088.46,mid,24.67,0.29,2160.92,2159.68,6,359.95,1.03,0.2,3,6.29,3,0,0,1,45.34,0,1,0.1,94.79,low_risk,medium_engagement,low_utilization,False,False,False
400,Narva,social,unemployed,web,3,856.51,low,68.55,0.5,818.02,374.25,18,20.79,0.44,0.267,7,8.97,11,0,0,1,38.25,0,0,1.6,99.22,low_risk,high_engagement,medium_utilization,False,False,False
401,Tallinn,paid_search,self_employed,android,9,2281.8,mid,18.54,0.22,991.35,2096.43,24,87.35,0.92,0.166,6,3.54,15,0,1,2,37.52,0,1,0.0,90.31,low_risk,medium_engagement,low_utilization,False,False,False
402,Other,social,gig_worker,ios,19,1755.55,lower_mid,58.01,0.45,666.08,2614.38,3,871.46,1.49,0.355,7,5.44,20,2,0,3,47.46,0,0,0.4,99.04,medium_risk,high_engagement,medium_utilization,False,False,False
403,Tartu,referral,salaried,ios,3,2877.98,mid,42.49,0.32,5643.89,2022.91,12,168.58,0.7,0.198,4,6.79,8,1,1,1,12.13,0,1,1.6,93.03,low_risk,medium_engagement,medium_utilization,False,False,False
404,Narva,paid_search,salaried,android,2,1139.74,lower_mid,21.24,0.23,1670.29,1711.7,6,285.28,1.5,0.236,7,4.56,11,0,0,2,38.04,0,0,0.0,98.94,low_risk,high_engagement,low_utilization,False,False,False
405,Tallinn,paid_search,,android,15,518.12,low,29.69,0.26,157.93,721.32,12,60.11,1.39,0.259,2,6.94,15,2,0,1,19.25,1,1,2.9,91.94,low_risk,low_engagement,low_utilization,False,False,False
406,Other,organic,student,web,58,1280.68,lower_mid,28.2,0.22,423.71,602.37,12,50.2,0.47,0.139,3,6.42,2,1,1,3,37.43,0,0,0.0,99.6,low_risk,medium_engagement,low_utilization,False,False,False
407,Tallinn,organic,salaried,web,13,1597.32,lower_mid,22.51,0.41,755.82,3062.81,12,255.23,1.92,0.325,6,9.31,13,0,1,2,5.54,0,2,2.3,87.8,low_risk,medium_engagement,low_utilization,False,False,False
408,Tallinn,organic,salaried,web,16,1659.49,lower_mid,52.97,0.55,841.94,516.71,12,43.06,0.31,0.231,3,8.58,10,0,0,1,36.59,0,0,0.0,99.34,low_risk,medium_engagement,medium_utilization,False,False,False
409,Other,paid_search,salaried,android,12,1349.78,lower_mid,3.52,0.02,1312.22,387.0,12,32.25,0.29,0.025,1,7.27,8,0,1,4,19.47,0,2,4.1,84.53,low_risk,low_engagement,low_utilization,False,False,False
410,Tallinn,paid_search,student,ios,21,737.68,low,63.15,0.52,106.19,201.59,12,16.8,0.27,0.252,4,4.21,3,0,0,2,30.17,0,0,2.4,99.25,low_risk,medium_engagement,medium_utilization,False,False,False
411,Tallinn,paid_search,salaried,android,52,1858.33,mid,57.13,0.46,467.21,708.89,12,59.07,0.38,0.233,7,8.99,12,0,1,1,26.55,0,0,0.3,98.94,low_risk,high_engagement,medium_utilization,False,False,False
412,Other,social,self_employed,ios,11,1368.54,lower_mid,74.24,0.57,106.02,1372.36,6,228.73,1.0,0.366,6,5.33,4,1,0,1,58.76,0,0,0.0,98.23,medium_risk,medium_engagement,high_utilization,False,False,False
413,Other,paid_search,self_employed,android,8,1314.26,lower_mid,4.1,0.06,1514.92,1165.98,6,194.33,0.89,0.1,4,6.3,3,0,1,2,46.63,0,1,6.1,94.79,low_risk,medium_engagement,low_utilization,False,False,False
414,Tartu,paid_search,,android,28,1509.29,lower_mid,28.22,0.16,840.68,2356.17,12,196.35,1.56,0.246,6,11.83,0,2,1,2,22.33,0,0,0.0,98.4,low_risk,medium_engagement,low_utilization,False,False,False
415,Tartu,organic,self_employed,android,49,1432.14,lower_mid,21.31,0.26,690.15,2676.33,12,223.03,1.87,0.288,10,8.35,20,0,0,3,17.09,0,0,0.0,98.32,low_risk,high_engagement,low_utilization,False,False,False
416,Tartu,organic,salaried,ios,2,1698.47,lower_mid,36.44,0.32,610.79,1352.48,9,150.28,0.8,0.21,6,6.27,4,0,0,3,20.87,0,2,10.1,82.2,low_risk,medium_engagement,medium_utilization,False,False,False
417,Tallinn,partner,unemployed,android,12,350.0,low,53.14,0.4,129.17,321.77,12,26.81,0.92,0.281,8,1.13,3,0,0,1,8.62,1,3,10.4,80.8,low_risk,high_engagement,medium_utilization,False,False,False
418,Tallinn,paid_search,self_employed,android,22,3744.26,upper_mid,1.94,0.14,3361.38,3071.51,24,127.98,0.82,0.099,6,9.49,0,2,0,1,19.4,0,0,0.0,99.71,low_risk,medium_engagement,low_utilization,False,False,False
419,Pärnu,partner,gig_worker,web,11,1877.13,mid,25.46,0.34,421.6,675.16,12,56.26,0.36,0.145,4,8.54,5,0,1,1,67.63,0,1,3.8,93.74,low_risk,medium_engagement,low_utilization,False,False,False
420,Narva,organic,salaried,ios,7,1766.07,lower_mid,58.11,0.54,398.82,2290.09,12,190.84,1.3,0.355,6,5.28,7,0,1,2,4.03,0,0,1.2,98.1,medium_risk,medium_engagement,medium_utilization,False,False,False
421,Narva,paid_search,self_employed,web,15,1387.04,lower_mid,13.2,0.14,392.53,1088.28,12,90.69,0.78,0.129,6,5.96,18,1,1,2,15.15,0,1,5.5,92.47,low_risk,medium_engagement,low_utilization,False,False,False
422,Narva,organic,salaried,android,4,2108.02,mid,30.7,0.25,,1189.21,12,99.1,0.56,0.165,4,4.46,1,0,0,1,21.6,0,1,2.5,91.09,low_risk,medium_engagement,medium_utilization,True,False,False
423,Tallinn,organic,salaried,android,6,2087.88,mid,0.0,0.16,5321.02,3986.57,6,664.43,1.91,0.22,5,6.17,14,1,1,1,31.07,0,0,1.2,99.18,low_risk,medium_engagement,low_utilization,False,False,False
424,Tartu,organic,self_employed,android,68,1215.63,lower_mid,13.9,0.32,1221.5,1321.56,6,220.26,1.09,0.194,3,7.08,7,0,1,1,11.91,0,2,6.7,89.63,low_risk,medium_engagement,low_utilization,False,False,False
425,Tallinn,organic,salaried,android,14,860.06,low,10.91,0.19,289.11,887.76,18,49.32,1.03,0.164,3,7.8,12,0,1,2,11.43,0,2,0.0,87.86,low_risk,medium_engagement,low_utilization,False,False,False
426,Tartu,organic,self_employed,ios,29,1580.48,lower_mid,89.37,0.65,458.19,1447.42,6,241.24,0.92,0.394,3,5.77,7,1,0,1,21.43,1,1,0.9,94.04,medium_risk,medium_engagement,high_utilization,False,False,False
427,Tartu,organic,salaried,ios,23,1215.01,lower_mid,6.99,0.08,322.99,1340.69,3,446.9,1.1,0.142,4,8.22,22,0,0,1,63.33,0,0,0.0,99.25,low_risk,medium_engagement,low_utilization,False,False,False
428,Other,social,self_employed,android,15,2017.46,mid,42.69,0.21,1368.61,3083.48,6,513.91,1.53,0.278,6,3.29,5,1,1,1,3.04,1,3,15.7,76.88,low_risk,medium_engagement,medium_utilization,False,False,False
429,Tallinn,organic,salaried,android,26,2235.06,mid,28.76,0.49,7211.37,1845.42,9,205.05,0.83,0.218,6,5.36,7,0,1,2,15.23,0,0,0.0,99.5,low_risk,medium_engagement,low_utilization,False,False,False
430,Tallinn,organic,self_employed,ios,5,1351.52,lower_mid,29.41,0.33,1462.79,365.4,6,60.9,0.27,0.134,5,4.71,11,1,1,1,47.94,0,0,0.0,98.97,low_risk,medium_engagement,low_utilization,False,False,False
431,Tallinn,organic,salaried,android,14,1741.65,lower_mid,38.6,0.28,191.42,2007.99,3,669.33,1.15,0.252,4,3.55,6,1,0,1,48.39,0,0,0.0,99.09,low_risk,medium_engagement,medium_utilization,False,False,False
432,Narva,referral,self_employed,android,13,3521.61,upper_mid,55.62,0.28,450.06,1141.3,6,190.22,0.32,0.188,4,6.8,10,1,1,1,48.1,1,0,1.3,98.56,low_risk,medium_engagement,medium_utilization,False,False,False
433,Tartu,organic,gig_worker,ios,14,1770.74,lower_mid,31.33,0.44,302.13,3318.2,3,1106.07,1.87,0.348,3,4.9,0,1,1,1,25.5,0,0,0.0,98.93,medium_risk,medium_engagement,medium_utilization,False,False,False
434,Tallinn,partner,salaried,android,3,1792.57,lower_mid,9.17,0.12,820.15,207.15,12,17.26,0.12,0.039,1,4.47,9,1,1,1,41.98,1,2,8.7,86.64,low_risk,low_engagement,low_utilization,False,False,False
435,Tallinn,social,salaried,ios,5,4683.86,upper_mid,27.56,0.23,2398.96,8407.92,12,700.66,1.8,0.28,4,4.76,3,1,1,1,21.52,0,0,0.0,99.09,low_risk,medium_engagement,low_utilization,False,False,False
436,Pärnu,organic,self_employed,ios,5,1249.73,lower_mid,29.32,0.25,1908.94,3892.22,12,324.35,3.11,0.436,3,6.5,14,1,0,1,51.48,0,0,0.0,98.27,medium_risk,medium_engagement,low_utilization,False,False,False
437,Tallinn,paid_search,,android,13,1429.62,lower_mid,41.72,0.39,243.07,583.28,18,32.4,0.41,0.196,4,4.56,2,2,1,3,22.63,0,1,0.0,92.65,low_risk,medium_engagement,medium_utilization,False,False,False
438,Narva,organic,self_employed,android,50,1827.91,mid,34.22,0.39,941.36,3985.62,3,1328.54,2.18,0.372,4,3.92,10,1,1,1,43.7,0,1,3.3,93.49,medium_risk,medium_engagement,medium_utilization,False,False,False
439,Pärnu,referral,self_employed,ios,43,1111.82,lower_mid,46.33,0.38,,496.95,12,41.41,0.45,0.214,3,8.85,19,1,0,3,20.62,0,0,1.1,98.9,low_risk,medium_engagement,medium_utilization,True,False,False
440,Tallinn,paid_search,salaried,android,4,3929.63,upper_mid,7.49,0.11,1152.22,1194.99,12,99.58,0.3,0.052,2,8.2,1,0,1,1,12.96,0,0,0.0,99.66,low_risk,low_engagement,low_utilization,False,False,False
441,Tallinn,organic,salaried,ios,5,2239.03,mid,46.2,0.59,367.8,1352.88,12,112.74,0.6,0.263,3,7.42,27,0,1,3,26.54,0,0,0.0,99.24,low_risk,medium_engagement,medium_utilization,False,False,False
442,Other,organic,salaried,ios,1,1592.74,lower_mid,40.51,0.33,152.36,2339.96,12,195.0,1.47,0.303,3,10.52,2,2,1,2,51.34,1,4,9.8,66.44,low_risk,medium_engagement,medium_utilization,False,False,False
443,Tallinn,referral,salaried,ios,7,2456.32,mid,18.38,0.25,2526.73,2850.56,12,237.55,1.16,0.193,6,8.45,11,4,0,2,13.41,0,3,5.9,75.75,low_risk,medium_engagement,low_utilization,False,False,False
444,Tallinn,paid_search,self_employed,ios,25,1999.65,mid,53.14,0.32,509.5,317.95,9,35.33,0.16,0.172,5,7.51,17,0,0,1,39.02,0,0,1.0,99.66,low_risk,medium_engagement,medium_utilization,False,False,False
445,Narva,organic,salaried,ios,35,1887.61,mid,28.63,0.35,1150.73,2480.04,24,103.34,1.31,0.254,2,4.07,0,1,1,2,23.83,0,1,2.6,93.3,low_risk,low_engagement,low_utilization,False,False,False
446,Other,referral,unemployed,android,4,425.81,low,31.52,0.41,78.33,100.0,3,33.33,0.23,0.165,7,3.04,27,0,1,1,35.19,0,0,0.0,99.42,low_risk,high_engagement,medium_utilization,False,False,False
447,Other,paid_search,gig_worker,android,4,816.63,low,39.65,0.3,947.82,513.02,6,85.5,0.63,0.191,5,6.0,4,0,1,1,31.4,0,0,0.0,98.95,low_risk,medium_engagement,medium_utilization,False,False,False
448,Narva,partner,,ios,3,1827.34,mid,45.96,0.26,,2131.65,6,355.28,1.17,0.261,3,6.35,7,1,1,1,34.43,0,2,0.0,87.48,low_risk,medium_engagement,medium_utilization,True,False,False
449,Tallinn,organic,student,ios,6,529.42,low,11.15,0.18,751.87,569.06,12,47.42,1.07,0.162,2,1.56,13,0,0,1,20.54,0,1,3.9,92.94,low_risk,low_engagement,low_utilization,False,False,False
450,Tallinn,partner,salaried,ios,23,3804.65,upper_mid,37.79,0.51,4159.63,3731.85,24,155.49,0.98,0.26,1,4.39,4,2,1,2,36.65,1,4,13.5,64.69,low_risk,low_engagement,medium_utilization,False,False,False
451,Narva,referral,student,android,15,632.43,low,5.86,0.13,492.48,805.15,24,33.55,1.27,0.167,4,7.03,7,0,1,1,61.49,1,3,4.6,81.57,low_risk,medium_engagement,low_utilization,False,False,False
452,Tartu,organic,salaried,ios,22,2768.9,mid,49.3,0.62,1566.38,604.33,24,25.18,0.22,0.224,4,2.87,2,2,0,1,17.79,0,1,4.1,92.03,low_risk,medium_engagement,medium_utilization,False,False,False
453,Tartu,referral,salaried,ios,12,2471.53,mid,43.35,0.34,535.53,1004.98,24,41.87,0.41,0.184,3,7.44,2,1,1,1,22.59,1,5,15.9,74.35,low_risk,medium_engagement,medium_utilization,False,False,False
454,Other,paid_search,gig_worker,android,4,1704.04,lower_mid,21.33,0.12,287.27,764.09,18,42.45,0.45,0.106,7,4.59,32,1,0,1,58.44,0,0,0.0,99.63,low_risk,high_engagement,low_utilization,False,False,False
455,Tallinn,social,salaried,android,4,2713.24,mid,52.61,0.4,1310.23,1656.35,12,138.03,0.61,0.232,4,5.98,3,1,1,1,24.18,0,0,1.0,99.46,low_risk,medium_engagement,medium_utilization,False,False,False
456,Tartu,organic,unemployed,ios,0,369.79,low,46.04,0.25,195.74,306.57,12,25.55,0.83,0.225,3,4.45,23,1,1,3,15.73,0,3,9.9,76.21,low_risk,medium_engagement,medium_utilization,False,False,False
457,Tallinn,referral,self_employed,android,21,1499.5,lower_mid,20.45,0.2,647.3,1103.98,3,367.99,0.74,0.148,5,6.97,1,0,0,1,12.67,0,0,0.3,99.16,low_risk,medium_engagement,low_utilization,False,False,False
458,Tartu,paid_search,gig_worker,android,26,836.35,low,31.11,0.35,235.47,1745.59,3,581.86,2.09,0.356,6,8.42,7,1,0,1,36.86,0,2,5.7,89.23,medium_risk,medium_engagement,medium_utilization,False,False,False
459,Tallinn,social,salaried,ios,20,2243.85,mid,20.05,0.22,674.63,899.89,18,49.99,0.4,0.113,4,5.29,1,0,1,3,27.3,0,1,2.1,94.9,low_risk,medium_engagement,low_utilization,False,False,False
460,Tallinn,organic,self_employed,android,1,1195.64,lower_mid,4.18,0.26,256.37,1208.42,9,134.27,1.01,0.163,6,6.94,11,1,0,1,53.85,1,1,7.4,92.56,low_risk,medium_engagement,low_utilization,False,False,False
461,Tallinn,social,salaried,android,20,1049.77,lower_mid,54.77,0.41,877.12,1428.7,9,158.74,1.36,0.325,7,5.53,12,0,1,1,37.5,1,4,17.7,78.24,low_risk,high_engagement,medium_utilization,False,False,False
462,Pärnu,social,,android,1,1242.33,lower_mid,26.63,0.18,,469.43,6,78.24,0.38,0.118,4,10.09,11,1,0,1,42.44,0,0,1.3,99.13,low_risk,medium_engagement,low_utilization,True,False,False
463,Narva,organic,salaried,ios,2,969.24,low,12.48,0.23,291.14,1485.09,6,247.52,1.53,0.231,5,4.61,17,0,0,1,8.34,0,1,5.9,91.16,low_risk,medium_engagement,low_utilization,False,False,False
464,Tartu,partner,self_employed,android,8,2080.09,mid,19.13,0.24,1931.75,4142.36,12,345.2,1.99,0.288,4,6.52,2,2,1,4,37.29,0,0,1.4,98.93,low_risk,medium_engagement,low_utilization,False,False,False
465,Other,social,salaried,android,9,1352.25,lower_mid,19.67,0.26,524.92,631.41,18,35.08,0.47,0.129,1,7.53,1,1,0,1,31.57,0,0,2.6,99.63,low_risk,low_engagement,low_utilization,False,False,False
466,Tallinn,organic,salaried,android,24,1564.76,lower_mid,34.36,0.24,505.52,2456.1,9,272.9,1.57,0.278,4,8.03,6,0,1,1,20.18,0,1,6.5,90.97,low_risk,medium_engagement,medium_utilization,False,False,False
467,Tallinn,paid_search,salaried,android,16,945.34,low,17.47,0.27,1295.57,299.98,12,25.0,0.32,0.105,3,1.71,1,1,1,1,4.47,0,1,3.8,90.83,low_risk,low_engagement,low_utilization,False,False,False
468,Other,paid_search,salaried,ios,2,3741.45,upper_mid,66.92,0.63,551.99,2564.95,12,213.75,0.69,0.319,6,5.96,3,0,0,1,49.86,1,4,20.1,77.58,low_risk,medium_engagement,medium_utilization,False,False,False
469,Tallinn,organic,gig_worker,android,4,809.03,low,25.61,0.19,195.06,558.61,12,46.55,0.69,0.157,8,6.06,2,0,0,1,7.46,0,0,0.0,99.27,low_risk,high_engagement,low_utilization,False,False,False
470,Other,organic,salaried,android,5,1848.8,mid,22.83,0.12,250.88,1646.63,9,182.96,0.89,0.159,4,3.51,10,2,0,3,18.19,0,0,0.0,99.4,low_risk,medium_engagement,low_utilization,False,False,False
471,Tallinn,organic,salaried,ios,2,1121.68,lower_mid,36.13,0.23,,2914.66,12,242.89,2.6,0.395,5,5.27,1,2,1,4,12.02,0,1,6.7,91.34,medium_risk,medium_engagement,medium_utilization,True,False,False
472,Other,organic,self_employed,android,5,1418.17,lower_mid,41.59,0.38,429.58,1350.49,12,112.54,0.95,0.251,3,9.11,2,0,1,2,8.09,0,0,0.0,98.35,low_risk,medium_engagement,medium_utilization,False,False,False
473,Tallinn,paid_search,salaried,android,18,3877.05,upper_mid,26.27,0.17,8526.09,3768.12,9,418.68,0.97,0.165,6,3.6,26,1,1,3,19.84,0,0,0.0,99.05,low_risk,medium_engagement,low_utilization,False,False,False
474,Other,organic,salaried,ios,4,2330.43,mid,22.47,0.3,841.14,2354.89,9,261.65,1.01,0.2,5,2.63,7,2,1,1,22.98,0,0,0.0,99.22,low_risk,medium_engagement,low_utilization,False,False,False
475,Tartu,partner,gig_worker,web,25,1047.95,lower_mid,27.68,0.33,917.38,1399.36,6,233.23,1.34,0.253,6,10.63,11,0,0,1,32.78,0,1,3.5,92.31,low_risk,medium_engagement,low_utilization,False,False,False
476,Other,referral,salaried,android,9,2075.03,mid,16.23,0.27,640.04,5392.74,12,449.4,2.6,0.363,5,7.73,3,1,1,1,42.55,1,0,0.0,98.96,medium_risk,medium_engagement,low_utilization,False,False,False
477,Tallinn,organic,salaried,android,5,1725.89,lower_mid,30.1,0.52,1675.03,565.04,24,23.54,0.33,0.178,1,4.1,5,1,1,1,3.18,0,0,2.2,98.78,low_risk,low_engagement,medium_utilization,False,False,False
478,Tartu,referral,salaried,android,7,2033.16,mid,21.88,0.12,3417.3,2847.31,9,316.37,1.4,0.2,4,8.91,10,0,1,3,15.06,0,1,3.3,93.17,low_risk,medium_engagement,low_utilization,False,False,False
479,Other,referral,salaried,android,17,2724.52,mid,5.68,0.04,1183.1,2996.24,12,249.69,1.1,0.124,6,5.17,1,2,1,2,11.9,0,2,8.0,90.52,low_risk,medium_engagement,low_utilization,False,False,False
480,Tartu,social,salaried,android,10,1870.21,mid,20.26,0.36,944.99,5937.61,18,329.87,3.17,0.45,6,7.25,2,1,1,1,37.35,0,3,13.2,82.81,medium_risk,medium_engagement,low_utilization,False,False,False
481,Tartu,organic,salaried,web,0,2268.08,mid,16.15,0.28,1144.17,3510.82,24,146.28,1.55,0.243,1,4.44,1,1,0,1,40.47,1,5,12.1,73.46,low_risk,low_engagement,low_utilization,False,False,False
482,Pärnu,organic,gig_worker,ios,36,1466.5,lower_mid,45.96,0.49,,1977.36,18,109.85,1.35,0.323,3,12.14,7,1,1,3,6.95,0,1,4.0,91.85,low_risk,medium_engagement,medium_utilization,True,False,False
483,Tartu,social,salaried,ios,1,1873.46,mid,41.97,0.22,1845.9,4076.33,3,1358.78,2.18,0.35,6,9.78,3,2,0,1,18.35,0,1,4.6,90.79,medium_risk,medium_engagement,medium_utilization,False,False,False
484,Tartu,social,salaried,ios,39,1623.14,lower_mid,35.91,0.24,506.86,2207.66,3,735.89,1.36,0.257,6,4.08,15,0,1,4,29.5,0,2,9.9,84.03,low_risk,medium_engagement,medium_utilization,False,False,False
485,Tartu,referral,salaried,android,0,1747.39,lower_mid,35.15,0.42,1927.9,1459.55,12,121.63,0.84,0.225,4,5.52,16,1,1,1,46.43,0,0,0.0,99.53,low_risk,medium_engagement,medium_utilization,False,False,False
486,Other,partner,self_employed,web,21,2426.79,mid,21.04,0.25,1609.05,1483.64,12,123.64,0.61,0.139,1,5.72,0,1,1,3,9.38,0,0,0.0,99.54,low_risk,low_engagement,low_utilization,False,False,False
487,Tallinn,organic,unemployed,ios,11,854.76,low,31.37,0.43,1450.72,2163.19,18,120.18,2.53,0.412,5,4.2,1,3,1,1,39.21,0,1,3.5,92.12,medium_risk,medium_engagement,medium_utilization,False,False,False
488,Tallinn,paid_search,salaried,android,10,1410.17,lower_mid,0.9,0.12,1210.34,1166.66,18,64.81,0.83,0.1,3,3.93,1,0,1,1,12.38,0,0,0.7,99.66,low_risk,medium_engagement,low_utilization,False,False,False
489,Other,organic,unemployed,ios,1,593.26,low,68.1,0.51,71.21,1096.36,12,91.36,1.85,0.44,3,6.16,3,2,1,2,33.5,0,1,6.4,89.99,medium_risk,medium_engagement,medium_utilization,False,False,False
490,Other,organic,salaried,web,4,1613.51,lower_mid,14.24,0.41,1658.34,2807.72,12,233.98,1.74,0.284,7,7.12,15,0,1,2,45.98,0,2,7.3,90.04,low_risk,high_engagement,low_utilization,False,False,False
491,Tartu,partner,salaried,android,21,2778.53,mid,16.26,0.16,1657.79,1095.7,12,91.31,0.39,0.087,1,2.73,10,1,0,1,30.44,0,0,0.9,99.51,low_risk,low_engagement,low_utilization,False,False,False
492,Tartu,organic,salaried,ios,31,1780.72,lower_mid,9.57,0.26,899.73,877.98,24,36.58,0.49,0.108,2,2.97,13,2,1,2,14.81,0,1,2.7,94.39,low_risk,low_engagement,low_utilization,False,False,False
493,Tallinn,paid_search,salaried,ios,11,4536.98,upper_mid,0.75,0.03,4466.54,1473.2,9,163.69,0.32,0.018,2,3.15,0,1,0,3,20.14,1,0,0.0,99.92,low_risk,low_engagement,low_utilization,False,False,False
494,Tallinn,social,salaried,ios,6,2266.42,mid,25.97,0.22,690.4,1274.14,6,212.36,0.56,0.142,9,7.55,14,1,0,1,53.32,0,2,11.3,82.52,low_risk,high_engagement,low_utilization,False,False,False
495,Tartu,organic,salaried,ios,1,3176.04,upper_mid,35.3,0.4,1380.45,1373.91,6,228.98,0.43,0.177,6,3.1,15,0,1,1,43.61,0,2,5.3,84.29,low_risk,medium_engagement,medium_utilization,False,False,False
496,Tallinn,social,salaried,android,16,1472.3,lower_mid,11.94,0.1,611.54,557.59,3,185.86,0.38,0.071,7,7.25,2,1,0,2,19.38,0,0,2.4,99.56,low_risk,high_engagement,low_utilization,False,False,False
497,Tartu,social,salaried,ios,5,2108.63,mid,16.02,0.31,2086.63,661.04,18,36.72,0.31,0.106,6,0.5,12,0,1,2,67.05,1,5,6.5,77.43,low_risk,medium_engagement,low_utilization,False,False,False
498,Tallinn,paid_search,salaried,web,1,2605.43,mid,0.84,0.14,1360.87,4814.66,12,401.22,1.85,0.218,9,5.49,3,1,1,1,26.63,0,0,0.9,98.88,low_risk,medium_engagement,low_utilization,False,False,False
499,Other,organic,salaried,android,15,1462.7,lower_mid,45.02,0.32,740.29,508.0,9,56.44,0.35,0.175,4,0.5,4,1,1,1,18.29,0,1,5.6,92.66,low_risk,medium_engagement,medium_utilization,False,False,False
500,Other,organic,student,android,9,856.07,low,5.52,0.17,623.74,572.35,12,47.7,0.67,0.105,6,4.95,0,0,0,1,19.1,0,0,1.0,99.65,low_risk,medium_engagement,low_utilization,False,False,False
