user_id,signup_date,acquisition_channel,region,company_size,industry,experiment_group,experiment_eligibility_flag,assignment_valid_flag,exposure_days,low_exposure_flag,onboarding_completion_flag,activation_flag,retained_30d,retained_60d,churn_30d,upgrade_flag,expansion_revenue_flag,negative_feedback_flag,sessions_first_14d,feature_adoption_count,support_tickets_first_30d,time_to_activation_days,monthly_subscription_value,subscription_value_band,engagement_band,feature_adoption_band,experiment_eligibility_flag_invalid_flag,assignment_valid_flag_invalid_flag,low_exposure_flag_invalid_flag,onboarding_completion_flag_invalid_flag,activation_flag_invalid_flag,retained_30d_invalid_flag,retained_60d_invalid_flag,churn_30d_invalid_flag,upgrade_flag_invalid_flag,expansion_revenue_flag_invalid_flag,negative_feedback_flag_invalid_flag,experiment_eligibility_flag_clean,assignment_valid_flag_clean,low_exposure_flag_clean,onboarding_completion_flag_clean,activation_flag_clean,retained_30d_clean,retained_60d_clean,churn_30d_clean,upgrade_flag_clean,expansion_revenue_flag_clean,negative_feedback_flag_clean,acquisition_channel_missing_flag,company_size_missing_flag,time_to_activation_days_missing_flag,exposure_days_invalid_flag,sessions_first_14d_invalid_flag,feature_adoption_count_invalid_flag,support_tickets_first_30d_invalid_flag,time_to_activation_days_invalid_flag,monthly_subscription_value_invalid_flag
778,2026-03-20,partner,APAC,small,finance,control,1,1,29,0,1,0,1,1,0,1,1,1,8,3,0,,66.85,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,1,1,1,False,False,True,False,False,False,False,False,False
779,2026-01-30,paid_social,APAC,solo,healthcare,treatment,1,0,7,1,0,0,0,1,1,0,0,0,3,1,0,,33.75,low_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
780,2026-02-20,organic,North America,small,software,control,1,1,30,0,1,0,0,1,1,0,0,0,5,1,1,,43.43,low_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
781,2026-03-22,paid_social,Europe,small,healthcare,control,1,1,24,0,0,0,0,0,1,0,0,0,1,2,0,,54.85,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
782,2026-01-05,paid_search,North America,small,healthcare,control,1,1,25,0,0,1,1,1,0,0,0,0,9,2,0,6.3,195.36,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
783,2026-01-29,referral,Europe,small,retail,control,1,1,23,0,1,1,0,1,1,1,1,0,9,2,1,10.7,81.25,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,1,1,1,1,0,False,False,False,False,False,False,False,False,False
784,2026-01-04,direct,North America,mid_market,other,treatment,1,1,25,0,1,1,0,1,1,0,0,0,10,3,1,1.5,192.14,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
785,2026-01-10,paid_search,Other,solo,finance,control,1,1,25,0,0,0,0,0,1,0,0,0,3,0,1,,39.86,low_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
786,2026-02-25,paid_search,Europe,solo,other,control,1,1,30,0,1,0,1,1,0,0,0,0,3,5,1,,42.85,low_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
787,2026-01-17,organic,APAC,enterprise,other,control,1,1,24,0,0,0,1,0,0,0,0,0,5,2,1,,862.42,enterprise_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
788,2026-03-15,paid_social,Other,enterprise,finance,control,1,1,25,0,1,0,1,0,0,0,0,0,6,2,1,,816.06,enterprise_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
789,2026-01-17,paid_search,North America,enterprise,software,control,1,1,25,0,1,1,1,1,0,1,0,0,4,4,2,2.2,794.84,enterprise_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False
790,2026-03-25,paid_search,UK,small,software,control,1,1,29,0,1,1,1,1,0,0,0,0,10,2,0,1.6,114.91,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
791,2026-03-29,organic,APAC,solo,software,treatment,1,1,21,0,0,0,0,0,1,1,0,0,6,4,1,,36.67,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
792,2026-03-10,paid_search,Europe,mid_market,other,treatment,1,1,27,0,0,1,1,0,0,0,0,0,9,2,1,3.0,231.5,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
793,2026-02-03,direct,Europe,solo,finance,treatment,1,1,21,0,1,0,1,0,0,0,0,0,2,3,0,,46.9,low_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
794,2026-01-06,paid_search,Europe,solo,software,treatment,1,1,21,0,0,0,0,1,1,0,1,0,5,0,1,,20.53,low_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,1,0,False,False,True,False,False,False,False,False,False
795,2026-02-22,paid_social,UK,solo,software,treatment,1,1,23,0,0,1,1,0,0,1,1,0,8,6,1,6.1,29.67,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False
796,2026-03-07,referral,Europe,small,finance,control,1,1,25,0,1,1,1,1,0,0,0,0,5,5,0,13.4,116.52,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
797,2026-03-18,referral,Europe,solo,software,control,1,1,29,0,0,1,0,0,1,0,0,1,12,0,0,5.3,34.48,low_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,1,0,0,1,False,False,False,False,False,False,False,False,False
798,2026-02-12,paid_search,North America,mid_market,software,control,1,1,29,0,0,0,1,0,0,0,0,0,4,4,0,,217.63,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
799,2026-03-16,paid_social,North America,solo,other,control,1,1,21,0,1,0,1,0,0,1,1,0,1,0,0,,29.98,low_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False
800,2026-01-23,partner,North America,solo,software,treatment,1,1,23,0,0,0,0,0,1,0,0,1,6,6,0,,30.14,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,1,False,False,True,False,False,False,False,False,False
801,2026-02-24,organic,North America,small,software,treatment,1,1,21,0,0,1,0,1,1,0,0,0,14,3,0,1.0,85.72,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
802,2026-03-21,paid_search,Europe,small,other,control,1,1,21,0,1,0,1,1,0,0,0,0,4,4,0,,66.8,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
803,2026-03-16,organic,North America,enterprise,healthcare,control,1,1,29,0,1,1,1,0,0,0,0,0,8,4,1,7.9,942.5,enterprise_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
804,2026-01-16,paid_search,North America,enterprise,software,treatment,1,1,22,0,0,1,0,1,1,0,0,1,12,10,3,7.2,601.26,enterprise_value,high_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False
805,2026-01-08,paid_search,UK,solo,software,treatment,1,1,21,0,1,0,0,1,1,0,0,0,5,3,2,,23.75,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
806,2026-01-04,referral,UK,enterprise,software,control,1,1,26,0,0,0,1,0,0,0,0,0,6,4,2,,984.27,enterprise_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
807,2026-01-04,organic,UK,small,retail,control,1,1,22,0,0,1,1,1,0,0,0,1,15,4,1,5.0,49.68,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,1,False,False,False,False,False,False,False,False,False
808,2026-02-25,paid_social,APAC,small,software,control,1,1,25,0,1,0,1,0,0,0,0,0,5,6,0,,48.93,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
809,2026-01-25,paid_social,North America,mid_market,healthcare,treatment,1,1,23,0,1,1,1,0,0,0,0,0,4,6,2,13.1,384.62,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
810,2026-03-08,paid_social,North America,mid_market,retail,control,1,1,30,0,0,0,0,0,1,0,0,0,8,4,0,,125.24,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
811,2026-03-08,referral,North America,solo,software,treatment,1,1,25,0,1,1,0,1,1,0,0,0,9,6,1,5.1,21.9,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
812,2026-01-27,paid_search,APAC,solo,healthcare,treatment,1,1,28,0,0,0,1,0,0,0,0,0,10,8,1,,15.25,low_value,high_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
813,2026-02-01,direct,UK,small,other,treatment,1,1,26,0,0,0,0,0,1,1,0,0,4,2,1,,64.55,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
814,2026-02-19,paid_social,North America,solo,other,control,1,1,28,0,0,0,0,0,1,0,0,0,2,2,0,,34.92,low_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
815,2026-03-02,paid_social,North America,small,retail,treatment,1,1,26,0,1,1,1,1,0,0,0,0,18,7,2,14.1,66.46,mid_value,power_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
816,2026-02-20,partner,Europe,small,healthcare,treatment,1,1,24,0,0,1,1,0,0,0,0,0,8,1,1,1.7,106.63,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
817,2026-01-19,organic,North America,mid_market,finance,control,1,1,24,0,1,0,0,1,1,0,0,0,5,6,0,,143.0,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
818,2026-01-21,organic,Europe,small,healthcare,control,1,1,30,0,0,0,0,0,1,0,0,0,8,2,1,,89.92,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
819,2026-01-05,referral,Other,small,education,treatment,1,1,30,0,0,0,1,0,0,1,1,0,2,4,1,,96.12,mid_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,1,1,0,False,False,True,False,False,False,False,False,False
820,2026-03-23,paid_social,Europe,mid_market,healthcare,control,1,1,23,0,0,0,0,0,1,1,0,0,5,1,0,,362.17,high_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
821,2026-02-11,direct,APAC,small,education,treatment,1,1,28,0,1,1,1,0,0,0,0,0,12,1,1,0.9,88.66,mid_value,high_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
822,2026-03-02,direct,Europe,mid_market,other,treatment,1,1,30,0,1,1,0,1,1,0,0,1,5,5,0,2.6,251.85,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,1,1,0,0,1,False,False,False,False,False,False,False,False,False
823,2026-01-22,paid_search,Europe,enterprise,retail,control,1,1,29,0,1,1,1,1,0,0,0,0,14,2,1,1.0,569.66,enterprise_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
824,2026-01-21,paid_search,APAC,enterprise,retail,treatment,1,1,28,0,0,1,1,1,0,0,0,0,7,4,2,13.9,1105.39,enterprise_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
825,2026-03-11,paid_search,Europe,small,finance,control,1,1,29,0,0,0,1,0,0,0,0,0,2,2,0,,95.7,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
826,2026-01-01,paid_search,Europe,small,software,control,1,1,30,0,1,0,0,1,1,0,0,1,2,1,2,,63.02,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,1,False,False,True,False,False,False,False,False,False
827,2026-01-05,partner,UK,solo,finance,treatment,1,1,29,0,1,1,1,0,0,0,0,0,9,4,0,6.3,47.83,low_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
828,2026-01-12,referral,APAC,mid_market,healthcare,treatment,1,1,23,0,1,1,1,1,0,0,0,0,18,7,1,6.1,198.82,high_value,power_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
829,2026-03-31,paid_search,North America,enterprise,software,treatment,1,1,24,0,0,0,1,1,0,1,1,0,7,6,0,,1520.35,enterprise_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,1,1,0,False,False,True,False,False,False,False,False,False
830,2026-02-15,organic,North America,solo,healthcare,treatment,1,1,23,0,1,0,0,0,1,1,0,0,5,3,0,,24.77,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False
831,2026-02-03,paid_search,Europe,solo,other,control,1,1,25,0,0,0,0,1,1,1,1,0,2,2,0,,40.02,low_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,1,1,0,False,False,True,False,False,False,False,False,False
832,2026-02-18,paid_search,APAC,mid_market,other,treatment,1,1,29,0,1,1,1,1,0,1,1,0,15,3,1,1.6,412.3,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False
833,2026-03-19,partner,Other,solo,other,control,0,0,4,1,1,1,1,0,0,0,0,0,4,3,1,8.9,18.02,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,0,0,1,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
834,2026-03-31,organic,North America,solo,software,control,1,1,26,0,0,1,1,1,0,0,0,0,9,3,0,2.9,40.92,low_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
835,2026-02-14,partner,North America,mid_market,software,treatment,0,0,8,1,1,1,1,1,0,0,0,0,9,3,1,12.4,219.5,high_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,0,0,1,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
836,2026-01-27,referral,APAC,solo,finance,control,1,1,21,0,0,0,1,1,0,0,0,0,6,3,0,,19.75,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,1,0,0,0,0,False,False,True,False,False,False,False,False,False
837,2026-03-14,referral,North America,solo,software,control,1,1,28,0,1,0,1,1,0,0,0,1,2,1,2,,33.43,low_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,0,1,False,False,True,False,False,False,False,False,False
838,2026-01-26,paid_search,North America,small,retail,treatment,1,1,23,0,1,0,0,0,1,0,0,0,3,2,1,,98.13,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
839,2026-02-16,referral,North America,mid_market,software,treatment,1,1,28,0,0,1,1,1,0,0,0,0,8,5,0,16.2,270.45,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
840,2026-03-27,paid_social,North America,small,finance,control,1,1,25,0,0,0,0,0,1,0,0,0,4,1,0,,94.44,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
841,2026-02-25,referral,UK,small,finance,control,0,0,6,1,0,0,0,0,1,0,0,0,4,2,1,,43.95,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
842,2026-03-04,paid_search,Europe,small,retail,control,1,1,21,0,1,0,0,1,1,0,0,0,1,0,0,,106.91,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
843,2026-02-17,paid_search,Europe,small,education,treatment,1,1,26,0,0,1,1,1,0,0,0,1,6,3,2,4.7,109.64,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,0,0,1,False,False,False,False,False,False,False,False,False
844,2026-03-02,referral,APAC,solo,other,control,1,1,23,0,0,1,0,1,1,0,0,0,4,4,0,1.6,32.71,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
845,2026-03-22,organic,North America,solo,other,control,1,1,25,0,1,0,0,1,1,0,0,0,4,4,0,,30.85,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
846,2026-01-26,paid_search,North America,small,finance,treatment,1,1,24,0,0,0,1,0,0,0,0,0,5,2,0,,90.61,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
847,2026-02-05,direct,APAC,mid_market,other,control,1,1,29,0,0,1,1,1,0,1,1,0,10,5,2,2.0,294.07,high_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False
848,2026-01-01,organic,UK,mid_market,retail,control,1,1,23,0,1,0,1,0,0,0,0,0,6,3,2,,210.3,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
849,2026-01-08,paid_search,North America,mid_market,retail,control,1,1,27,0,1,0,0,1,1,0,0,0,4,2,0,,166.56,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
850,2026-02-21,paid_search,North America,mid_market,other,treatment,1,1,24,0,0,0,1,0,0,0,0,1,7,2,1,,298.09,high_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,1,False,False,True,False,False,False,False,False,False
851,2026-03-20,referral,North America,solo,software,treatment,1,1,23,0,0,1,1,0,0,0,0,0,12,2,0,7.3,51.87,mid_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
852,2026-02-16,organic,Europe,mid_market,other,treatment,1,1,30,0,1,1,1,1,0,0,0,0,12,6,0,7.1,502.97,enterprise_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
853,2026-02-25,referral,North America,mid_market,healthcare,control,1,1,23,0,1,1,1,1,0,0,0,0,6,5,1,5.5,200.8,high_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,False
854,2026-03-27,organic,Europe,small,finance,treatment,1,1,24,0,0,0,0,0,1,0,0,0,4,0,2,,200.73,high_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
855,2026-01-14,organic,North America,solo,finance,treatment,1,1,27,0,0,0,0,0,1,1,1,0,7,1,0,,58.68,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False
856,2026-03-31,referral,APAC,small,education,control,1,1,29,0,0,0,1,0,0,0,0,0,5,0,1,,86.98,mid_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False
857,2026-01-28,paid_search,Europe,small,retail,treatment,1,1,26,0,0,1,0,1,1,0,0,0,8,2,1,3.4,58.08,mid_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False
858,2026-03-28,direct,Europe,solo,retail,treatment,1,1,21,0,1,0,0,0,1,0,0,0,7,3,0,,29.95,low_value,moderate_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
859,2026-03-19,organic,North America,small,software,treatment,1,1,28,0,1,0,1,1,0,1,1,0,8,4,1,,70.62,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,1,1,0,False,False,True,False,False,False,False,False,False
860,2026-03-29,paid_search,North America,mid_market,software,treatment,1,1,22,0,1,1,1,1,0,1,1,0,10,5,0,5.2,212.43,high_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,1,0,1,1,0,False,False,False,False,False,False,False,False,False
861,2026-01-02,organic,UK,mid_market,retail,treatment,1,1,29,0,0,0,0,0,1,0,0,0,3,5,1,,246.41,high_value,low_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
862,2026-01-26,paid_search,UK,solo,finance,treatment,1,1,23,0,1,1,0,0,1,0,0,0,8,4,1,1.7,19.53,low_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False
863,2026-01-14,direct,UK,solo,software,control,1,1,30,0,0,1,1,0,0,1,0,0,13,3,0,4.2,44.06,low_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False
864,2026-02-28,direct,UK,small,software,treatment,1,1,27,0,0,0,0,0,1,0,0,0,3,2,0,,142.08,mid_value,low_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
865,2026-02-25,organic,North America,mid_market,software,treatment,1,1,26,0,1,0,1,1,0,0,1,0,4,1,1,,294.87,high_value,moderate_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,1,1,0,0,1,0,False,False,True,False,False,False,False,False,False
866,2026-01-07,paid_social,UK,small,finance,control,1,1,29,0,0,0,0,0,1,0,0,0,2,1,0,,109.5,mid_value,low_engagement,minimal_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False
867,2026-01-03,referral,North America,small,software,control,1,1,23,0,0,0,0,1,1,0,0,0,6,5,1,,71.62,mid_value,moderate_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1,0,0,0,False,False,True,False,False,False,False,False,False
868,2026-01-23,organic,North America,solo,other,control,1,1,22,0,1,1,1,0,0,0,0,0,10,3,1,3.6,22.66,low_value,high_engagement,basic_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
869,2026-01-18,organic,UK,small,retail,treatment,1,1,23,0,1,1,1,0,0,0,0,0,14,4,2,8.4,72.98,mid_value,high_engagement,moderate_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False
870,2026-02-07,direct,APAC,enterprise,education,treatment,1,1,24,0,0,1,0,0,1,1,0,0,11,8,2,2.6,607.59,enterprise_value,high_engagement,broad_adoption,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,1,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False
